	sent_index	word_index	word	region	condition
142	0	13	.	End	what_no-gap_obj
143	0	14	<eos>	End	what_no-gap_obj
144	1	0	I	prefix	what_no-gap_obj
145	1	1	know	prefix	what_no-gap_obj
146	1	2	what	what	what_no-gap_obj
147	1	3	the	subject	what_no-gap_obj
148	1	4	students	subject	what_no-gap_obj
149	1	5	sometimes	modifier	what_no-gap_obj
150	1	6	cleaned	verb	what_no-gap_obj
151	1	7	the	object	what_no-gap_obj
152	1	8	classroom	object	what_no-gap_obj
153	1	9	during	continuation	what_no-gap_obj
154	1	10	the	continuation	what_no-gap_obj
155	1	11	break	continuation	what_no-gap_obj
156	1	13	.	End	what_no-gap_obj
157	1	14	<eos>	End	what_no-gap_obj
158	2	0	I	prefix	what_no-gap_obj
159	2	1	know	prefix	what_no-gap_obj
160	2	2	what	what	what_no-gap_obj
161	2	3	she	subject	what_no-gap_obj
162	2	4	unfortunately	modifier	what_no-gap_obj
163	2	5	missed	verb	what_no-gap_obj
164	2	6	the	object	what_no-gap_obj
165	2	7	reception	object	what_no-gap_obj
166	2	8	in	continuation	what_no-gap_obj
167	2	9	the	continuation	what_no-gap_obj
168	2	10	evening	continuation	what_no-gap_obj
169	2	12	.	End	what_no-gap_obj
170	2	13	<eos>	End	what_no-gap_obj
171	3	0	I	prefix	what_no-gap_obj
172	3	1	know	prefix	what_no-gap_obj
173	3	2	what	what	what_no-gap_obj
174	3	3	he	subject	what_no-gap_obj
175	3	4	often	modifier	what_no-gap_obj
176	3	5	forgot	verb	what_no-gap_obj
177	3	6	the	object	what_no-gap_obj
178	3	7	diapers	object	what_no-gap_obj
179	3	8	in	continuation	what_no-gap_obj
180	3	9	the	continuation	what_no-gap_obj
181	3	10	car	continuation	what_no-gap_obj
182	3	12	.	End	what_no-gap_obj
183	3	13	<eos>	End	what_no-gap_obj
184	4	0	I	prefix	what_no-gap_obj
185	4	1	know	prefix	what_no-gap_obj
186	4	2	what	what	what_no-gap_obj
187	4	3	they	subject	what_no-gap_obj
188	4	4	usually	modifier	what_no-gap_obj
189	4	5	are	verb	what_no-gap_obj
190	4	6	told	verb	what_no-gap_obj
191	4	7	to	verb	what_no-gap_obj
192	4	8	do	verb	what_no-gap_obj
193	4	9	the	object	what_no-gap_obj
194	4	10	homework	object	what_no-gap_obj
195	4	11	in	continuation	what_no-gap_obj
196	4	12	the	continuation	what_no-gap_obj
197	4	13	morning	continuation	what_no-gap_obj
198	4	15	.	End	what_no-gap_obj
199	4	16	<eos>	End	what_no-gap_obj
200	0	0	I	prefix	what_gap_obj
201	0	1	know	prefix	what_gap_obj
202	0	2	who	what	what_gap_obj
203	0	3	they	subject	what_gap_obj
204	0	4	likely	modifier	what_gap_obj
205	0	5	could	verb	what_gap_obj
206	0	6	speak	verb	what_gap_obj
207	0	7	to	verb	what_gap_obj
208	0	8	in	continuation	what_gap_obj
209	0	9	private	continuation	what_gap_obj
210	0	11	.	End	what_gap_obj
211	0	12	<eos>	End	what_gap_obj
212	1	0	I	prefix	what_gap_obj
213	1	1	know	prefix	what_gap_obj
214	1	2	what	what	what_gap_obj
215	1	3	the	subject	what_gap_obj
216	1	4	students	subject	what_gap_obj
217	1	5	sometimes	modifier	what_gap_obj
218	1	6	cleaned	verb	what_gap_obj
219	1	7	during	continuation	what_gap_obj
220	1	8	the	continuation	what_gap_obj
221	1	9	break	continuation	what_gap_obj
222	1	11	.	End	what_gap_obj
223	1	12	<eos>	End	what_gap_obj
224	2	0	I	prefix	what_gap_obj
225	2	1	know	prefix	what_gap_obj
226	2	2	what	what	what_gap_obj
227	2	3	she	subject	what_gap_obj
228	2	4	unfortunately	modifier	what_gap_obj
229	2	5	missed	verb	what_gap_obj
230	2	6	in	continuation	what_gap_obj
231	2	7	the	continuation	what_gap_obj
232	2	8	evening	continuation	what_gap_obj
233	2	10	.	End	what_gap_obj
234	2	11	<eos>	End	what_gap_obj
235	3	0	I	prefix	what_gap_obj
236	3	1	know	prefix	what_gap_obj
237	3	2	what	what	what_gap_obj
238	3	3	he	subject	what_gap_obj
239	3	4	often	modifier	what_gap_obj
240	3	5	forgot	verb	what_gap_obj
241	3	6	in	continuation	what_gap_obj
242	3	7	the	continuation	what_gap_obj
243	3	8	car	continuation	what_gap_obj
244	3	10	.	End	what_gap_obj
245	3	11	<eos>	End	what_gap_obj
246	4	0	I	prefix	what_gap_obj
247	4	1	know	prefix	what_gap_obj
248	4	2	what	what	what_gap_obj
249	4	3	they	subject	what_gap_obj
250	4	4	usually	modifier	what_gap_obj
251	4	5	are	verb	what_gap_obj
252	4	6	told	verb	what_gap_obj
253	4	7	to	verb	what_gap_obj
254	4	8	do	verb	what_gap_obj
255	4	9	in	continuation	what_gap_obj
256	4	10	the	continuation	what_gap_obj
257	4	11	morning	continuation	what_gap_obj
258	4	13	.	End	what_gap_obj
259	4	14	<eos>	End	what_gap_obj
260	0	0	I	prefix	that_no-gap_adj-back
261	0	1	know	prefix	that_no-gap_adj-back
262	0	2	that	that	that_no-gap_adj-back
263	0	3	the	adjunct setup	that_no-gap_adj-back
264	0	4	kids	adjunct setup	that_no-gap_adj-back
265	0	5	would	adjunct setup	that_no-gap_adj-back
266	0	6	be	adjunct setup	that_no-gap_adj-back
267	0	7	really	adjunct setup	that_no-gap_adj-back
268	0	8	happy	adjunct setup	that_no-gap_adj-back
269	0	9	if	preposition	that_no-gap_adj-back
270	0	10	they	subject	that_no-gap_adj-back
271	0	11	could	verb	that_no-gap_adj-back
272	0	12	speak	verb	that_no-gap_adj-back
273	0	13	to	verb	that_no-gap_adj-back
274	0	14	the	object	that_no-gap_adj-back
275	0	15	reporter	object	that_no-gap_adj-back
276	0	16	in	continuation	that_no-gap_adj-back
277	0	17	private	continuation	that_no-gap_adj-back
278	0	19	.	End	that_no-gap_adj-back
279	0	20	<eos>	End	that_no-gap_adj-back
280	1	0	I	prefix	that_no-gap_adj-back
281	1	1	know	prefix	that_no-gap_adj-back
282	1	2	that	that	that_no-gap_adj-back
283	1	3	the	adjunct setup	that_no-gap_adj-back
284	1	4	teacher	adjunct setup	that_no-gap_adj-back
285	1	5	would	adjunct setup	that_no-gap_adj-back
286	1	6	be	adjunct setup	that_no-gap_adj-back
287	1	7	impressed	adjunct setup	that_no-gap_adj-back
288	1	8	if	preposition	that_no-gap_adj-back
289	1	9	the	subject	that_no-gap_adj-back
290	1	10	students	subject	that_no-gap_adj-back
291	1	11	cleaned	verb	that_no-gap_adj-back
292	1	12	the	object	that_no-gap_adj-back
293	1	13	classroom	object	that_no-gap_adj-back
294	1	14	during	continuation	that_no-gap_adj-back
295	1	15	the	continuation	that_no-gap_adj-back
296	1	16	break	continuation	that_no-gap_adj-back
297	1	18	.	End	that_no-gap_adj-back
298	1	19	<eos>	End	that_no-gap_adj-back
299	2	0	I	prefix	that_no-gap_adj-back
300	2	1	know	prefix	that_no-gap_adj-back
301	2	2	that	that	that_no-gap_adj-back
302	2	3	she	adjunct setup	that_no-gap_adj-back
303	2	4	would	adjunct setup	that_no-gap_adj-back
304	2	5	get	adjunct setup	that_no-gap_adj-back
305	2	6	very	adjunct setup	that_no-gap_adj-back
306	2	7	angry	adjunct setup	that_no-gap_adj-back
307	2	8	if	preposition	that_no-gap_adj-back
308	2	9	she	subject	that_no-gap_adj-back
309	2	10	missed	verb	that_no-gap_adj-back
310	2	11	the	object	that_no-gap_adj-back
311	2	12	reception	object	that_no-gap_adj-back
312	2	13	in	continuation	that_no-gap_adj-back
313	2	14	the	continuation	that_no-gap_adj-back
314	2	15	evening	continuation	that_no-gap_adj-back
315	2	17	.	End	that_no-gap_adj-back
316	2	18	<eos>	End	that_no-gap_adj-back
317	3	0	I	prefix	that_no-gap_adj-back
318	3	1	know	prefix	that_no-gap_adj-back
319	3	2	that	that	that_no-gap_adj-back
320	3	3	the	adjunct setup	that_no-gap_adj-back
321	3	4	boy	adjunct setup	that_no-gap_adj-back
322	3	5	would	adjunct setup	that_no-gap_adj-back
323	3	6	get	adjunct setup	that_no-gap_adj-back
324	3	7	really	adjunct setup	that_no-gap_adj-back
325	3	8	upset	adjunct setup	that_no-gap_adj-back
326	3	9	if	preposition	that_no-gap_adj-back
327	3	10	he	subject	that_no-gap_adj-back
328	3	11	forgot	verb	that_no-gap_adj-back
329	3	12	the	object	that_no-gap_adj-back
330	3	13	diapers	object	that_no-gap_adj-back
331	3	14	in	continuation	that_no-gap_adj-back
332	3	15	the	continuation	that_no-gap_adj-back
333	3	16	car	continuation	that_no-gap_adj-back
334	3	18	.	End	that_no-gap_adj-back
335	3	19	<eos>	End	that_no-gap_adj-back
336	4	0	I	prefix	that_no-gap_adj-back
337	4	1	know	prefix	that_no-gap_adj-back
338	4	2	that	that	that_no-gap_adj-back
339	4	3	the	adjunct setup	that_no-gap_adj-back
340	4	4	kids	adjunct setup	that_no-gap_adj-back
341	4	5	get	adjunct setup	that_no-gap_adj-back
342	4	6	grumpy	adjunct setup	that_no-gap_adj-back
343	4	7	if	preposition	that_no-gap_adj-back
344	4	8	they	subject	that_no-gap_adj-back
345	4	9	are	verb	that_no-gap_adj-back
346	4	10	told	verb	that_no-gap_adj-back
347	4	11	to	verb	that_no-gap_adj-back
348	4	12	do	verb	that_no-gap_adj-back
349	4	13	the	object	that_no-gap_adj-back
350	4	14	homework	object	that_no-gap_adj-back
351	4	15	in	continuation	that_no-gap_adj-back
352	4	16	the	continuation	that_no-gap_adj-back
353	4	17	morning	continuation	that_no-gap_adj-back
354	4	19	.	End	that_no-gap_adj-back
355	4	20	<eos>	End	that_no-gap_adj-back
356	0	0	I	prefix	that_gap_adj-back
357	0	1	know	prefix	that_gap_adj-back
358	0	2	that	that	that_gap_adj-back
359	0	3	the	adjunct setup	that_gap_adj-back
360	0	4	kids	adjunct setup	that_gap_adj-back
361	0	5	would	adjunct setup	that_gap_adj-back
362	0	6	be	adjunct setup	that_gap_adj-back
363	0	7	really	adjunct setup	that_gap_adj-back
364	0	8	happy	adjunct setup	that_gap_adj-back
365	0	9	if	preposition	that_gap_adj-back
366	0	10	they	subject	that_gap_adj-back
367	0	11	could	verb	that_gap_adj-back
368	0	12	speak	verb	that_gap_adj-back
369	0	13	to	verb	that_gap_adj-back
370	0	14	in	continuation	that_gap_adj-back
371	0	15	private	continuation	that_gap_adj-back
372	0	17	.	End	that_gap_adj-back
373	0	18	<eos>	End	that_gap_adj-back
374	1	0	I	prefix	that_gap_adj-back
375	1	1	know	prefix	that_gap_adj-back
376	1	2	that	that	that_gap_adj-back
377	1	3	the	adjunct setup	that_gap_adj-back
378	1	4	teacher	adjunct setup	that_gap_adj-back
379	1	5	would	adjunct setup	that_gap_adj-back
380	1	6	be	adjunct setup	that_gap_adj-back
381	1	7	impressed	adjunct setup	that_gap_adj-back
382	1	8	if	preposition	that_gap_adj-back
383	1	9	the	subject	that_gap_adj-back
384	1	10	students	subject	that_gap_adj-back
385	1	11	cleaned	verb	that_gap_adj-back
386	1	12	during	continuation	that_gap_adj-back
387	1	13	the	continuation	that_gap_adj-back
388	1	14	break	continuation	that_gap_adj-back
389	1	16	.	End	that_gap_adj-back
390	1	17	<eos>	End	that_gap_adj-back
391	2	0	I	prefix	that_gap_adj-back
392	2	1	know	prefix	that_gap_adj-back
393	2	2	that	that	that_gap_adj-back
394	2	3	she	adjunct setup	that_gap_adj-back
395	2	4	would	adjunct setup	that_gap_adj-back
396	2	5	get	adjunct setup	that_gap_adj-back
397	2	6	very	adjunct setup	that_gap_adj-back
398	2	7	angry	adjunct setup	that_gap_adj-back
399	2	8	if	preposition	that_gap_adj-back
400	2	9	she	subject	that_gap_adj-back
401	2	10	missed	verb	that_gap_adj-back
402	2	11	in	continuation	that_gap_adj-back
403	2	12	the	continuation	that_gap_adj-back
404	2	13	evening	continuation	that_gap_adj-back
405	2	15	.	End	that_gap_adj-back
406	2	16	<eos>	End	that_gap_adj-back
407	3	0	I	prefix	that_gap_adj-back
408	3	1	know	prefix	that_gap_adj-back
409	3	2	that	that	that_gap_adj-back
410	3	3	the	adjunct setup	that_gap_adj-back
411	3	4	boy	adjunct setup	that_gap_adj-back
412	3	5	would	adjunct setup	that_gap_adj-back
413	3	6	get	adjunct setup	that_gap_adj-back
414	3	7	really	adjunct setup	that_gap_adj-back
415	3	8	upset	adjunct setup	that_gap_adj-back
416	3	9	if	preposition	that_gap_adj-back
417	3	10	he	subject	that_gap_adj-back
418	3	11	forgot	verb	that_gap_adj-back
419	3	12	in	continuation	that_gap_adj-back
420	3	13	the	continuation	that_gap_adj-back
421	3	14	car	continuation	that_gap_adj-back
422	3	16	.	End	that_gap_adj-back
423	3	17	<eos>	End	that_gap_adj-back
424	4	0	I	prefix	that_gap_adj-back
425	4	1	know	prefix	that_gap_adj-back
426	4	2	that	that	that_gap_adj-back
427	4	3	the	adjunct setup	that_gap_adj-back
428	4	4	kids	adjunct setup	that_gap_adj-back
429	4	5	get	adjunct setup	that_gap_adj-back
430	4	6	grumpy	adjunct setup	that_gap_adj-back
431	4	7	if	preposition	that_gap_adj-back
432	4	8	they	subject	that_gap_adj-back
433	4	9	are	verb	that_gap_adj-back
434	4	10	told	verb	that_gap_adj-back
435	4	11	to	verb	that_gap_adj-back
436	4	12	do	verb	that_gap_adj-back
437	4	13	in	continuation	that_gap_adj-back
438	4	14	the	continuation	that_gap_adj-back
439	4	15	morning	continuation	that_gap_adj-back
440	4	17	.	End	that_gap_adj-back
441	4	18	<eos>	End	that_gap_adj-back
442	0	0	I	prefix	what_no-gap_adj-back
443	0	1	know	prefix	what_no-gap_adj-back
444	0	2	who	what	what_no-gap_adj-back
445	0	3	the	adjunct setup	what_no-gap_adj-back
446	0	4	kids	adjunct setup	what_no-gap_adj-back
447	0	5	would	adjunct setup	what_no-gap_adj-back
448	0	6	be	adjunct setup	what_no-gap_adj-back
449	0	7	really	adjunct setup	what_no-gap_adj-back
450	0	8	happy	adjunct setup	what_no-gap_adj-back
451	0	9	if	preposition	what_no-gap_adj-back
452	0	10	they	subject	what_no-gap_adj-back
453	0	11	could	verb	what_no-gap_adj-back
454	0	12	speak	verb	what_no-gap_adj-back
455	0	13	to	verb	what_no-gap_adj-back
456	0	14	the	object	what_no-gap_adj-back
457	0	15	reporter	object	what_no-gap_adj-back
458	0	16	in	continuation	what_no-gap_adj-back
459	0	17	private	continuation	what_no-gap_adj-back
460	0	19	.	End	what_no-gap_adj-back
461	0	20	<eos>	End	what_no-gap_adj-back
462	1	0	I	prefix	what_no-gap_adj-back
463	1	1	know	prefix	what_no-gap_adj-back
464	1	2	what	what	what_no-gap_adj-back
465	1	3	the	adjunct setup	what_no-gap_adj-back
466	1	4	teacher	adjunct setup	what_no-gap_adj-back
467	1	5	would	adjunct setup	what_no-gap_adj-back
468	1	6	be	adjunct setup	what_no-gap_adj-back
469	1	7	impressed	adjunct setup	what_no-gap_adj-back
470	1	8	if	preposition	what_no-gap_adj-back
471	1	9	the	subject	what_no-gap_adj-back
472	1	10	students	subject	what_no-gap_adj-back
473	1	11	cleaned	verb	what_no-gap_adj-back
474	1	12	the	object	what_no-gap_adj-back
475	1	13	classroom	object	what_no-gap_adj-back
476	1	14	during	continuation	what_no-gap_adj-back
477	1	15	the	continuation	what_no-gap_adj-back
478	1	16	break	continuation	what_no-gap_adj-back
479	1	18	.	End	what_no-gap_adj-back
480	1	19	<eos>	End	what_no-gap_adj-back
481	2	0	I	prefix	what_no-gap_adj-back
482	2	1	know	prefix	what_no-gap_adj-back
483	2	2	what	what	what_no-gap_adj-back
484	2	3	she	adjunct setup	what_no-gap_adj-back
485	2	4	would	adjunct setup	what_no-gap_adj-back
486	2	5	get	adjunct setup	what_no-gap_adj-back
487	2	6	very	adjunct setup	what_no-gap_adj-back
488	2	7	angry	adjunct setup	what_no-gap_adj-back
489	2	8	if	preposition	what_no-gap_adj-back
490	2	9	she	subject	what_no-gap_adj-back
491	2	10	missed	verb	what_no-gap_adj-back
492	2	11	the	object	what_no-gap_adj-back
493	2	12	reception	object	what_no-gap_adj-back
494	2	13	in	continuation	what_no-gap_adj-back
495	2	14	the	continuation	what_no-gap_adj-back
496	2	15	evening	continuation	what_no-gap_adj-back
497	2	17	.	End	what_no-gap_adj-back
498	2	18	<eos>	End	what_no-gap_adj-back
499	3	0	I	prefix	what_no-gap_adj-back
500	3	1	know	prefix	what_no-gap_adj-back
501	3	2	what	what	what_no-gap_adj-back
502	3	3	the	adjunct setup	what_no-gap_adj-back
503	3	4	boy	adjunct setup	what_no-gap_adj-back
504	3	5	would	adjunct setup	what_no-gap_adj-back
505	3	6	get	adjunct setup	what_no-gap_adj-back
506	3	7	really	adjunct setup	what_no-gap_adj-back
507	3	8	upset	adjunct setup	what_no-gap_adj-back
508	3	9	if	preposition	what_no-gap_adj-back
509	3	10	he	subject	what_no-gap_adj-back
510	3	11	forgot	verb	what_no-gap_adj-back
511	3	12	the	object	what_no-gap_adj-back
512	3	13	diapers	object	what_no-gap_adj-back
513	3	14	in	continuation	what_no-gap_adj-back
514	3	15	the	continuation	what_no-gap_adj-back
515	3	16	car	continuation	what_no-gap_adj-back
516	3	18	.	End	what_no-gap_adj-back
517	3	19	<eos>	End	what_no-gap_adj-back
518	4	0	I	prefix	what_no-gap_adj-back
519	4	1	know	prefix	what_no-gap_adj-back
520	4	2	what	what	what_no-gap_adj-back
521	4	3	the	adjunct setup	what_no-gap_adj-back
522	4	4	kids	adjunct setup	what_no-gap_adj-back
523	4	5	get	adjunct setup	what_no-gap_adj-back
524	4	6	grumpy	adjunct setup	what_no-gap_adj-back
525	4	7	if	preposition	what_no-gap_adj-back
526	4	8	they	subject	what_no-gap_adj-back
527	4	9	are	verb	what_no-gap_adj-back
528	4	10	told	verb	what_no-gap_adj-back
529	4	11	to	verb	what_no-gap_adj-back
530	4	12	do	verb	what_no-gap_adj-back
531	4	13	the	object	what_no-gap_adj-back
532	4	14	homework	object	what_no-gap_adj-back
533	4	15	in	continuation	what_no-gap_adj-back
534	4	16	the	continuation	what_no-gap_adj-back
535	4	17	morning	continuation	what_no-gap_adj-back
536	4	19	.	End	what_no-gap_adj-back
537	4	20	<eos>	End	what_no-gap_adj-back
538	0	0	I	prefix	what_gap_adj-back
539	0	1	know	prefix	what_gap_adj-back
540	0	2	who	what	what_gap_adj-back
541	0	3	the	adjunct setup	what_gap_adj-back
542	0	4	kids	adjunct setup	what_gap_adj-back
543	0	5	would	adjunct setup	what_gap_adj-back
544	0	6	be	adjunct setup	what_gap_adj-back
545	0	7	really	adjunct setup	what_gap_adj-back
546	0	8	happy	adjunct setup	what_gap_adj-back
547	0	9	if	preposition	what_gap_adj-back
548	0	10	they	subject	what_gap_adj-back
549	0	11	could	verb	what_gap_adj-back
550	0	12	speak	verb	what_gap_adj-back
551	0	13	to	verb	what_gap_adj-back
552	0	14	in	continuation	what_gap_adj-back
553	0	15	private	continuation	what_gap_adj-back
554	0	17	.	End	what_gap_adj-back
555	0	18	<eos>	End	what_gap_adj-back
556	1	0	I	prefix	what_gap_adj-back
557	1	1	know	prefix	what_gap_adj-back
558	1	2	what	what	what_gap_adj-back
559	1	3	the	adjunct setup	what_gap_adj-back
560	1	4	teacher	adjunct setup	what_gap_adj-back
561	1	5	would	adjunct setup	what_gap_adj-back
562	1	6	be	adjunct setup	what_gap_adj-back
563	1	7	impressed	adjunct setup	what_gap_adj-back
564	1	8	if	preposition	what_gap_adj-back
565	1	9	the	subject	what_gap_adj-back
566	1	10	students	subject	what_gap_adj-back
567	1	11	cleaned	verb	what_gap_adj-back
568	1	12	during	continuation	what_gap_adj-back
569	1	13	the	continuation	what_gap_adj-back
570	1	14	break	continuation	what_gap_adj-back
571	1	16	.	End	what_gap_adj-back
572	1	17	<eos>	End	what_gap_adj-back
573	2	0	I	prefix	what_gap_adj-back
574	2	1	know	prefix	what_gap_adj-back
575	2	2	what	what	what_gap_adj-back
576	2	3	she	adjunct setup	what_gap_adj-back
577	2	4	would	adjunct setup	what_gap_adj-back
578	2	5	get	adjunct setup	what_gap_adj-back
579	2	6	very	adjunct setup	what_gap_adj-back
580	2	7	angry	adjunct setup	what_gap_adj-back
581	2	8	if	preposition	what_gap_adj-back
582	2	9	she	subject	what_gap_adj-back
583	2	10	missed	verb	what_gap_adj-back
584	2	11	in	continuation	what_gap_adj-back
585	2	12	the	continuation	what_gap_adj-back
586	2	13	evening	continuation	what_gap_adj-back
587	2	15	.	End	what_gap_adj-back
588	2	16	<eos>	End	what_gap_adj-back
589	3	0	I	prefix	what_gap_adj-back
590	3	1	know	prefix	what_gap_adj-back
591	3	2	what	what	what_gap_adj-back
592	3	3	the	adjunct setup	what_gap_adj-back
593	3	4	boy	adjunct setup	what_gap_adj-back
594	3	5	would	adjunct setup	what_gap_adj-back
595	3	6	get	adjunct setup	what_gap_adj-back
596	3	7	really	adjunct setup	what_gap_adj-back
597	3	8	upset	adjunct setup	what_gap_adj-back
598	3	9	if	preposition	what_gap_adj-back
599	3	10	he	subject	what_gap_adj-back
600	3	11	forgot	verb	what_gap_adj-back
601	3	12	in	continuation	what_gap_adj-back
602	3	13	the	continuation	what_gap_adj-back
603	3	14	car	continuation	what_gap_adj-back
604	3	16	.	End	what_gap_adj-back
605	3	17	<eos>	End	what_gap_adj-back
606	4	0	I	prefix	what_gap_adj-back
607	4	1	know	prefix	what_gap_adj-back
608	4	2	what	what	what_gap_adj-back
609	4	3	the	adjunct setup	what_gap_adj-back
610	4	4	kids	adjunct setup	what_gap_adj-back
611	4	5	get	adjunct setup	what_gap_adj-back
612	4	6	grumpy	adjunct setup	what_gap_adj-back
613	4	7	if	preposition	what_gap_adj-back
614	4	8	they	subject	what_gap_adj-back
615	4	9	are	verb	what_gap_adj-back
616	4	10	told	verb	what_gap_adj-back
617	4	11	to	verb	what_gap_adj-back
618	4	12	do	verb	what_gap_adj-back
619	4	13	in	continuation	what_gap_adj-back
