	sent_index	word_index	word	region	condition
143	1	13	<eos>	End	what_no-gap_obj
144	2	0	I	prefix	what_no-gap_obj
145	2	1	know	prefix	what_no-gap_obj
146	2	2	what	what	what_no-gap_obj
147	2	3	he	subject	what_no-gap_obj
148	2	4	allegedly	modifier	what_no-gap_obj
149	2	5	could	verb	what_no-gap_obj
150	2	6	do	verb	what_no-gap_obj
151	2	7	the	object	what_no-gap_obj
152	2	8	job	object	what_no-gap_obj
153	2	9	quickly	continuation	what_no-gap_obj
154	2	11	.	End	what_no-gap_obj
155	2	12	<eos>	End	what_no-gap_obj
156	3	0	I	prefix	what_no-gap_obj
157	3	1	know	prefix	what_no-gap_obj
158	3	2	what	what	what_no-gap_obj
159	3	3	he	subject	what_no-gap_obj
160	3	4	apparently	modifier	what_no-gap_obj
161	3	5	was	verb	what_no-gap_obj
162	3	6	hit	verb	what_no-gap_obj
163	3	7	by	verb	what_no-gap_obj
164	3	8	a	object	what_no-gap_obj
165	3	9	car	object	what_no-gap_obj
166	3	10	yesterday	continuation	what_no-gap_obj
167	3	12	.	End	what_no-gap_obj
168	3	13	<eos>	End	what_no-gap_obj
169	4	0	I	prefix	what_no-gap_obj
170	4	1	know	prefix	what_no-gap_obj
171	4	2	what	what	what_no-gap_obj
172	4	3	they	subject	what_no-gap_obj
173	4	4	supposedly	modifier	what_no-gap_obj
174	4	5	wanted	verb	what_no-gap_obj
175	4	6	to	verb	what_no-gap_obj
176	4	7	see	verb	what_no-gap_obj
177	4	8	the	object	what_no-gap_obj
178	4	9	pyramids	object	what_no-gap_obj
179	4	10	together	continuation	what_no-gap_obj
180	4	12	.	End	what_no-gap_obj
181	4	13	<eos>	End	what_no-gap_obj
182	0	0	I	prefix	what_gap_obj
183	0	1	know	prefix	what_gap_obj
184	0	2	who	what	what_gap_obj
185	0	3	he	subject	what_gap_obj
186	0	4	likely	modifier	what_gap_obj
187	0	5	could	verb	what_gap_obj
188	0	6	meet	verb	what_gap_obj
189	0	7	with	verb	what_gap_obj
190	0	8	today	continuation	what_gap_obj
191	0	10	.	End	what_gap_obj
192	0	11	<eos>	End	what_gap_obj
193	1	0	I	prefix	what_gap_obj
194	1	1	know	prefix	what_gap_obj
195	1	2	who	what	what_gap_obj
196	1	3	she	subject	what_gap_obj
197	1	4	probably	modifier	what_gap_obj
198	1	5	got	verb	what_gap_obj
199	1	6	married	verb	what_gap_obj
200	1	7	to	verb	what_gap_obj
201	1	8	now	continuation	what_gap_obj
202	1	10	.	End	what_gap_obj
203	1	11	<eos>	End	what_gap_obj
204	2	0	I	prefix	what_gap_obj
205	2	1	know	prefix	what_gap_obj
206	2	2	what	what	what_gap_obj
207	2	3	he	subject	what_gap_obj
208	2	4	allegedly	modifier	what_gap_obj
209	2	5	could	verb	what_gap_obj
210	2	6	do	verb	what_gap_obj
211	2	7	quickly	continuation	what_gap_obj
212	2	9	.	End	what_gap_obj
213	2	10	<eos>	End	what_gap_obj
214	3	0	I	prefix	what_gap_obj
215	3	1	know	prefix	what_gap_obj
216	3	2	what	what	what_gap_obj
217	3	3	he	subject	what_gap_obj
218	3	4	apparently	modifier	what_gap_obj
219	3	5	was	verb	what_gap_obj
220	3	6	hit	verb	what_gap_obj
221	3	7	by	verb	what_gap_obj
222	3	8	yesterday	continuation	what_gap_obj
223	3	10	.	End	what_gap_obj
224	3	11	<eos>	End	what_gap_obj
225	4	0	I	prefix	what_gap_obj
226	4	1	know	prefix	what_gap_obj
227	4	2	what	what	what_gap_obj
228	4	3	they	subject	what_gap_obj
229	4	4	supposedly	modifier	what_gap_obj
230	4	5	wanted	verb	what_gap_obj
231	4	6	to	verb	what_gap_obj
232	4	7	see	verb	what_gap_obj
233	4	8	together	continuation	what_gap_obj
234	4	10	.	End	what_gap_obj
235	4	11	<eos>	End	what_gap_obj
236	0	0	I	prefix	that_no-gap_adj-back
237	0	1	know	prefix	that_no-gap_adj-back
238	0	2	that	that	that_no-gap_adj-back
239	0	3	the	adjunct setup	that_no-gap_adj-back
240	0	4	neighbor	adjunct setup	that_no-gap_adj-back
241	0	5	would	adjunct setup	that_no-gap_adj-back
242	0	6	go	adjunct setup	that_no-gap_adj-back
243	0	7	home	adjunct setup	that_no-gap_adj-back
244	0	8	before	preposition	that_no-gap_adj-back
245	0	9	he	subject	that_no-gap_adj-back
246	0	10	could	verb	that_no-gap_adj-back
247	0	11	meet	verb	that_no-gap_adj-back
248	0	12	with	verb	that_no-gap_adj-back
249	0	13	the	object	that_no-gap_adj-back
250	0	14	nanny	object	that_no-gap_adj-back
251	0	15	today	continuation	that_no-gap_adj-back
252	0	17	.	End	that_no-gap_adj-back
253	0	18	<eos>	End	that_no-gap_adj-back
254	1	0	I	prefix	that_no-gap_adj-back
255	1	1	know	prefix	that_no-gap_adj-back
256	1	2	that	that	that_no-gap_adj-back
257	1	3	the	adjunct setup	that_no-gap_adj-back
258	1	4	girl	adjunct setup	that_no-gap_adj-back
259	1	5	would	adjunct setup	that_no-gap_adj-back
260	1	6	go	adjunct setup	that_no-gap_adj-back
261	1	7	crazy	adjunct setup	that_no-gap_adj-back
262	1	8	if	preposition	that_no-gap_adj-back
263	1	9	she	subject	that_no-gap_adj-back
264	1	10	got	verb	that_no-gap_adj-back
265	1	11	married	verb	that_no-gap_adj-back
266	1	12	to	verb	that_no-gap_adj-back
267	1	13	a	object	that_no-gap_adj-back
268	1	14	sailor	object	that_no-gap_adj-back
269	1	15	now	continuation	that_no-gap_adj-back
270	1	17	.	End	that_no-gap_adj-back
271	1	18	<eos>	End	that_no-gap_adj-back
272	2	0	I	prefix	that_no-gap_adj-back
273	2	1	know	prefix	that_no-gap_adj-back
274	2	2	that	that	that_no-gap_adj-back
275	2	3	the	adjunct setup	that_no-gap_adj-back
276	2	4	man	adjunct setup	that_no-gap_adj-back
277	2	5	died	adjunct setup	that_no-gap_adj-back
278	2	6	before	preposition	that_no-gap_adj-back
279	2	7	he	subject	that_no-gap_adj-back
280	2	8	could	verb	that_no-gap_adj-back
281	2	9	do	verb	that_no-gap_adj-back
282	2	10	the	object	that_no-gap_adj-back
283	2	11	job	object	that_no-gap_adj-back
284	2	12	quickly	continuation	that_no-gap_adj-back
285	2	14	.	End	that_no-gap_adj-back
286	2	15	<eos>	End	that_no-gap_adj-back
287	3	0	I	prefix	that_no-gap_adj-back
288	3	1	know	prefix	that_no-gap_adj-back
289	3	2	that	that	that_no-gap_adj-back
290	3	3	the	adjunct setup	that_no-gap_adj-back
291	3	4	boy	adjunct setup	that_no-gap_adj-back
292	3	5	went	adjunct setup	that_no-gap_adj-back
293	3	6	to	adjunct setup	that_no-gap_adj-back
294	3	7	the	adjunct setup	that_no-gap_adj-back
295	3	8	hospital	adjunct setup	that_no-gap_adj-back
296	3	9	because	preposition	that_no-gap_adj-back
297	3	10	he	subject	that_no-gap_adj-back
298	3	11	was	verb	that_no-gap_adj-back
299	3	12	hit	verb	that_no-gap_adj-back
300	3	13	by	verb	that_no-gap_adj-back
301	3	14	a	object	that_no-gap_adj-back
302	3	15	car	object	that_no-gap_adj-back
303	3	16	yesterday	continuation	that_no-gap_adj-back
304	3	18	.	End	that_no-gap_adj-back
305	3	19	<eos>	End	that_no-gap_adj-back
306	4	0	I	prefix	that_no-gap_adj-back
307	4	1	know	prefix	that_no-gap_adj-back
308	4	2	that	that	that_no-gap_adj-back
309	4	3	the	adjunct setup	that_no-gap_adj-back
310	4	4	kids	adjunct setup	that_no-gap_adj-back
311	4	5	went	adjunct setup	that_no-gap_adj-back
312	4	6	abroad	adjunct setup	that_no-gap_adj-back
313	4	7	because	preposition	that_no-gap_adj-back
314	4	8	they	subject	that_no-gap_adj-back
315	4	9	wanted	verb	that_no-gap_adj-back
316	4	10	to	verb	that_no-gap_adj-back
317	4	11	see	verb	that_no-gap_adj-back
318	4	12	the	object	that_no-gap_adj-back
319	4	13	pyramids	object	that_no-gap_adj-back
320	4	14	together	continuation	that_no-gap_adj-back
321	4	16	.	End	that_no-gap_adj-back
322	4	17	<eos>	End	that_no-gap_adj-back
323	0	0	I	prefix	that_gap_adj-back
324	0	1	know	prefix	that_gap_adj-back
325	0	2	that	that	that_gap_adj-back
326	0	3	the	adjunct setup	that_gap_adj-back
327	0	4	neighbor	adjunct setup	that_gap_adj-back
328	0	5	would	adjunct setup	that_gap_adj-back
329	0	6	go	adjunct setup	that_gap_adj-back
330	0	7	home	adjunct setup	that_gap_adj-back
331	0	8	before	preposition	that_gap_adj-back
332	0	9	he	subject	that_gap_adj-back
333	0	10	could	verb	that_gap_adj-back
334	0	11	meet	verb	that_gap_adj-back
335	0	12	with	verb	that_gap_adj-back
336	0	13	today	continuation	that_gap_adj-back
337	0	15	.	End	that_gap_adj-back
338	0	16	<eos>	End	that_gap_adj-back
339	1	0	I	prefix	that_gap_adj-back
340	1	1	know	prefix	that_gap_adj-back
341	1	2	that	that	that_gap_adj-back
342	1	3	the	adjunct setup	that_gap_adj-back
343	1	4	girl	adjunct setup	that_gap_adj-back
344	1	5	would	adjunct setup	that_gap_adj-back
345	1	6	go	adjunct setup	that_gap_adj-back
346	1	7	crazy	adjunct setup	that_gap_adj-back
347	1	8	if	preposition	that_gap_adj-back
348	1	9	she	subject	that_gap_adj-back
349	1	10	got	verb	that_gap_adj-back
350	1	11	married	verb	that_gap_adj-back
351	1	12	to	verb	that_gap_adj-back
352	1	13	now	continuation	that_gap_adj-back
353	1	15	.	End	that_gap_adj-back
354	1	16	<eos>	End	that_gap_adj-back
355	2	0	I	prefix	that_gap_adj-back
356	2	1	know	prefix	that_gap_adj-back
357	2	2	that	that	that_gap_adj-back
358	2	3	the	adjunct setup	that_gap_adj-back
359	2	4	man	adjunct setup	that_gap_adj-back
360	2	5	died	adjunct setup	that_gap_adj-back
361	2	6	before	preposition	that_gap_adj-back
362	2	7	he	subject	that_gap_adj-back
363	2	8	could	verb	that_gap_adj-back
364	2	9	do	verb	that_gap_adj-back
365	2	10	quickly	continuation	that_gap_adj-back
366	2	12	.	End	that_gap_adj-back
367	2	13	<eos>	End	that_gap_adj-back
368	3	0	I	prefix	that_gap_adj-back
369	3	1	know	prefix	that_gap_adj-back
370	3	2	that	that	that_gap_adj-back
371	3	3	the	adjunct setup	that_gap_adj-back
372	3	4	boy	adjunct setup	that_gap_adj-back
373	3	5	went	adjunct setup	that_gap_adj-back
374	3	6	to	adjunct setup	that_gap_adj-back
375	3	7	the	adjunct setup	that_gap_adj-back
376	3	8	hospital	adjunct setup	that_gap_adj-back
377	3	9	because	preposition	that_gap_adj-back
378	3	10	he	subject	that_gap_adj-back
379	3	11	was	verb	that_gap_adj-back
380	3	12	hit	verb	that_gap_adj-back
381	3	13	by	verb	that_gap_adj-back
382	3	14	yesterday	continuation	that_gap_adj-back
383	3	16	.	End	that_gap_adj-back
384	3	17	<eos>	End	that_gap_adj-back
385	4	0	I	prefix	that_gap_adj-back
386	4	1	know	prefix	that_gap_adj-back
387	4	2	that	that	that_gap_adj-back
388	4	3	the	adjunct setup	that_gap_adj-back
389	4	4	kids	adjunct setup	that_gap_adj-back
390	4	5	went	adjunct setup	that_gap_adj-back
391	4	6	abroad	adjunct setup	that_gap_adj-back
392	4	7	because	preposition	that_gap_adj-back
393	4	8	they	subject	that_gap_adj-back
394	4	9	wanted	verb	that_gap_adj-back
395	4	10	to	verb	that_gap_adj-back
396	4	11	see	verb	that_gap_adj-back
397	4	12	together	continuation	that_gap_adj-back
398	4	14	.	End	that_gap_adj-back
399	4	15	<eos>	End	that_gap_adj-back
400	0	0	I	prefix	what_no-gap_adj-back
401	0	1	know	prefix	what_no-gap_adj-back
402	0	2	who	what	what_no-gap_adj-back
403	0	3	the	adjunct setup	what_no-gap_adj-back
404	0	4	neighbor	adjunct setup	what_no-gap_adj-back
405	0	5	would	adjunct setup	what_no-gap_adj-back
406	0	6	go	adjunct setup	what_no-gap_adj-back
407	0	7	home	adjunct setup	what_no-gap_adj-back
408	0	8	before	preposition	what_no-gap_adj-back
409	0	9	he	subject	what_no-gap_adj-back
410	0	10	could	verb	what_no-gap_adj-back
411	0	11	meet	verb	what_no-gap_adj-back
412	0	12	with	verb	what_no-gap_adj-back
413	0	13	the	object	what_no-gap_adj-back
414	0	14	nanny	object	what_no-gap_adj-back
415	0	15	today	continuation	what_no-gap_adj-back
416	0	17	.	End	what_no-gap_adj-back
417	0	18	<eos>	End	what_no-gap_adj-back
418	1	0	I	prefix	what_no-gap_adj-back
419	1	1	know	prefix	what_no-gap_adj-back
420	1	2	who	what	what_no-gap_adj-back
421	1	3	the	adjunct setup	what_no-gap_adj-back
422	1	4	girl	adjunct setup	what_no-gap_adj-back
423	1	5	would	adjunct setup	what_no-gap_adj-back
424	1	6	go	adjunct setup	what_no-gap_adj-back
425	1	7	crazy	adjunct setup	what_no-gap_adj-back
426	1	8	if	preposition	what_no-gap_adj-back
427	1	9	she	subject	what_no-gap_adj-back
428	1	10	got	verb	what_no-gap_adj-back
429	1	11	married	verb	what_no-gap_adj-back
430	1	12	to	verb	what_no-gap_adj-back
431	1	13	a	object	what_no-gap_adj-back
432	1	14	sailor	object	what_no-gap_adj-back
433	1	15	now	continuation	what_no-gap_adj-back
434	1	17	.	End	what_no-gap_adj-back
435	1	18	<eos>	End	what_no-gap_adj-back
436	2	0	I	prefix	what_no-gap_adj-back
437	2	1	know	prefix	what_no-gap_adj-back
438	2	2	what	what	what_no-gap_adj-back
439	2	3	the	adjunct setup	what_no-gap_adj-back
440	2	4	man	adjunct setup	what_no-gap_adj-back
441	2	5	died	adjunct setup	what_no-gap_adj-back
442	2	6	before	preposition	what_no-gap_adj-back
443	2	7	he	subject	what_no-gap_adj-back
444	2	8	could	verb	what_no-gap_adj-back
445	2	9	do	verb	what_no-gap_adj-back
446	2	10	the	object	what_no-gap_adj-back
447	2	11	job	object	what_no-gap_adj-back
448	2	12	quickly	continuation	what_no-gap_adj-back
449	2	14	.	End	what_no-gap_adj-back
450	2	15	<eos>	End	what_no-gap_adj-back
451	3	0	I	prefix	what_no-gap_adj-back
452	3	1	know	prefix	what_no-gap_adj-back
453	3	2	what	what	what_no-gap_adj-back
454	3	3	the	adjunct setup	what_no-gap_adj-back
455	3	4	boy	adjunct setup	what_no-gap_adj-back
456	3	5	went	adjunct setup	what_no-gap_adj-back
457	3	6	to	adjunct setup	what_no-gap_adj-back
458	3	7	the	adjunct setup	what_no-gap_adj-back
459	3	8	hospital	adjunct setup	what_no-gap_adj-back
460	3	9	because	preposition	what_no-gap_adj-back
461	3	10	he	subject	what_no-gap_adj-back
462	3	11	was	verb	what_no-gap_adj-back
463	3	12	hit	verb	what_no-gap_adj-back
464	3	13	by	verb	what_no-gap_adj-back
465	3	14	a	object	what_no-gap_adj-back
466	3	15	car	object	what_no-gap_adj-back
467	3	16	yesterday	continuation	what_no-gap_adj-back
468	3	18	.	End	what_no-gap_adj-back
469	3	19	<eos>	End	what_no-gap_adj-back
470	4	0	I	prefix	what_no-gap_adj-back
471	4	1	know	prefix	what_no-gap_adj-back
472	4	2	what	what	what_no-gap_adj-back
473	4	3	the	adjunct setup	what_no-gap_adj-back
474	4	4	kids	adjunct setup	what_no-gap_adj-back
475	4	5	went	adjunct setup	what_no-gap_adj-back
476	4	6	abroad	adjunct setup	what_no-gap_adj-back
477	4	7	because	preposition	what_no-gap_adj-back
478	4	8	they	subject	what_no-gap_adj-back
479	4	9	wanted	verb	what_no-gap_adj-back
480	4	10	to	verb	what_no-gap_adj-back
481	4	11	see	verb	what_no-gap_adj-back
482	4	12	the	object	what_no-gap_adj-back
483	4	13	pyramids	object	what_no-gap_adj-back
484	4	14	together	continuation	what_no-gap_adj-back
485	4	16	.	End	what_no-gap_adj-back
486	4	17	<eos>	End	what_no-gap_adj-back
487	0	0	I	prefix	what_gap_adj-back
488	0	1	know	prefix	what_gap_adj-back
489	0	2	who	what	what_gap_adj-back
490	0	3	the	adjunct setup	what_gap_adj-back
491	0	4	neighbor	adjunct setup	what_gap_adj-back
492	0	5	would	adjunct setup	what_gap_adj-back
493	0	6	go	adjunct setup	what_gap_adj-back
494	0	7	home	adjunct setup	what_gap_adj-back
495	0	8	before	preposition	what_gap_adj-back
496	0	9	he	subject	what_gap_adj-back
497	0	10	could	verb	what_gap_adj-back
498	0	11	meet	verb	what_gap_adj-back
499	0	12	with	verb	what_gap_adj-back
500	0	13	today	continuation	what_gap_adj-back
501	0	15	.	End	what_gap_adj-back
502	0	16	<eos>	End	what_gap_adj-back
503	1	0	I	prefix	what_gap_adj-back
504	1	1	know	prefix	what_gap_adj-back
505	1	2	who	what	what_gap_adj-back
506	1	3	the	adjunct setup	what_gap_adj-back
507	1	4	girl	adjunct setup	what_gap_adj-back
508	1	5	would	adjunct setup	what_gap_adj-back
509	1	6	go	adjunct setup	what_gap_adj-back
510	1	7	crazy	adjunct setup	what_gap_adj-back
511	1	8	if	preposition	what_gap_adj-back
512	1	9	she	subject	what_gap_adj-back
513	1	10	got	verb	what_gap_adj-back
514	1	11	married	verb	what_gap_adj-back
515	1	12	to	verb	what_gap_adj-back
516	1	13	now	continuation	what_gap_adj-back
517	1	15	.	End	what_gap_adj-back
518	1	16	<eos>	End	what_gap_adj-back
519	2	0	I	prefix	what_gap_adj-back
520	2	1	know	prefix	what_gap_adj-back
521	2	2	what	what	what_gap_adj-back
522	2	3	the	adjunct setup	what_gap_adj-back
523	2	4	man	adjunct setup	what_gap_adj-back
524	2	5	died	adjunct setup	what_gap_adj-back
525	2	6	before	preposition	what_gap_adj-back
526	2	7	he	subject	what_gap_adj-back
527	2	8	could	verb	what_gap_adj-back
528	2	9	do	verb	what_gap_adj-back
529	2	10	quickly	continuation	what_gap_adj-back
530	2	12	.	End	what_gap_adj-back
531	2	13	<eos>	End	what_gap_adj-back
532	3	0	I	prefix	what_gap_adj-back
533	3	1	know	prefix	what_gap_adj-back
534	3	2	what	what	what_gap_adj-back
535	3	3	the	adjunct setup	what_gap_adj-back
536	3	4	boy	adjunct setup	what_gap_adj-back
537	3	5	went	adjunct setup	what_gap_adj-back
538	3	6	to	adjunct setup	what_gap_adj-back
539	3	7	the	adjunct setup	what_gap_adj-back
540	3	8	hospital	adjunct setup	what_gap_adj-back
541	3	9	because	preposition	what_gap_adj-back
542	3	10	he	subject	what_gap_adj-back
543	3	11	was	verb	what_gap_adj-back
544	3	12	hit	verb	what_gap_adj-back
545	3	13	by	verb	what_gap_adj-back
546	3	14	yesterday	continuation	what_gap_adj-back
547	3	16	.	End	what_gap_adj-back
548	3	17	<eos>	End	what_gap_adj-back
549	4	0	I	prefix	what_gap_adj-back
550	4	1	know	prefix	what_gap_adj-back
551	4	2	what	what	what_gap_adj-back
552	4	3	the	adjunct setup	what_gap_adj-back
553	4	4	kids	adjunct setup	what_gap_adj-back
554	4	5	went	adjunct setup	what_gap_adj-back
555	4	6	abroad	adjunct setup	what_gap_adj-back
556	4	7	because	preposition	what_gap_adj-back
557	4	8	they	subject	what_gap_adj-back
558	4	9	wanted	verb	what_gap_adj-back
559	4	10	to	verb	what_gap_adj-back
560	4	11	see	verb	what_gap_adj-back
561	4	12	together	continuation	what_gap_adj-back
562	4	14	.	End	what_gap_adj-back
563	4	15	<eos>	End	what_gap_adj-back
564	0	0	I	prefix	that_no-gap_adj-front
565	0	1	know	prefix	that_no-gap_adj-front
566	0	2	that	that	that_no-gap_adj-front
567	0	3	before	preposition	that_no-gap_adj-front
568	0	4	he	subject	that_no-gap_adj-front
569	0	5	could	verb	that_no-gap_adj-front
570	0	6	meet	verb	that_no-gap_adj-front
571	0	7	with	verb	that_no-gap_adj-front
572	0	8	the	object	that_no-gap_adj-front
573	0	9	nanny	object	that_no-gap_adj-front
574	0	10	today	continuation	that_no-gap_adj-front
575	0	11	the	adjunct setup	that_no-gap_adj-front
576	0	12	neighbor	adjunct setup	that_no-gap_adj-front
577	0	13	would	adjunct setup	that_no-gap_adj-front
578	0	14	go	adjunct setup	that_no-gap_adj-front
579	0	15	home	adjunct setup	that_no-gap_adj-front
580	0	17	.	End	that_no-gap_adj-front
581	0	18	<eos>	End	that_no-gap_adj-front
582	1	0	I	prefix	that_no-gap_adj-front
583	1	1	know	prefix	that_no-gap_adj-front
584	1	2	that	that	that_no-gap_adj-front
585	1	3	if	preposition	that_no-gap_adj-front
586	1	4	she	subject	that_no-gap_adj-front
587	1	5	got	verb	that_no-gap_adj-front
588	1	6	married	verb	that_no-gap_adj-front
589	1	7	to	verb	that_no-gap_adj-front
590	1	8	a	object	that_no-gap_adj-front
591	1	9	sailor	object	that_no-gap_adj-front
592	1	10	now	continuation	that_no-gap_adj-front
593	1	11	the	adjunct setup	that_no-gap_adj-front
594	1	12	girl	adjunct setup	that_no-gap_adj-front
595	1	13	would	adjunct setup	that_no-gap_adj-front
596	1	14	go	adjunct setup	that_no-gap_adj-front
597	1	15	crazy	adjunct setup	that_no-gap_adj-front
598	1	17	.	End	that_no-gap_adj-front
599	1	18	<eos>	End	that_no-gap_adj-front
600	2	0	I	prefix	that_no-gap_adj-front
601	2	1	know	prefix	that_no-gap_adj-front
602	2	2	that	that	that_no-gap_adj-front
603	2	3	before	preposition	that_no-gap_adj-front
604	2	4	he	subject	that_no-gap_adj-front
605	2	5	could	verb	that_no-gap_adj-front
606	2	6	do	verb	that_no-gap_adj-front
607	2	7	the	object	that_no-gap_adj-front
608	2	8	job	object	that_no-gap_adj-front
609	2	9	quickly	continuation	that_no-gap_adj-front
610	2	10	the	adjunct setup	that_no-gap_adj-front
611	2	11	man	adjunct setup	that_no-gap_adj-front
612	2	12	died	adjunct setup	that_no-gap_adj-front
613	2	14	.	End	that_no-gap_adj-front
614	2	15	<eos>	End	that_no-gap_adj-front
615	3	0	I	prefix	that_no-gap_adj-front
616	3	1	know	prefix	that_no-gap_adj-front
617	3	2	that	that	that_no-gap_adj-front
