,Unnamed: 0,sent_index,word_index,word,region,condition,model_word,surprisal,model,unk,final
55,55,3,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
56,56,3,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
57,57,3,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
58,58,3,7,editors,obj_setup,that_no-gap_wh-rc,editors,15.018843650817873,google,False,False
59,59,3,8,who,obj_setup,that_no-gap_wh-rc,who,2.1880936622619633,google,False,False
60,60,3,9,reviewed,obj_setup,that_no-gap_wh-rc,reviewed,13.11336612701416,google,False,False
61,61,3,10,the,rc_np,that_no-gap_wh-rc,the,1.7683985233306885,google,False,False
62,62,3,11,paper,rc_np,that_no-gap_wh-rc,paper,5.969151496887207,google,False,False
63,63,3,12,at,End,that_no-gap_wh-rc,at,6.120370388031006,google,False,False
64,64,3,13,home,End,that_no-gap_wh-rc,home,7.892849922180176,google,False,False
65,65,3,15,.,End,that_no-gap_wh-rc,.,2.0014748573303223,google,False,False
66,66,3,16,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
67,67,4,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
68,68,4,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
69,69,4,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
70,70,4,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
71,71,4,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
72,72,4,5,is,obj_setup,that_no-gap_wh-rc,is,5.041686058044434,google,False,False
73,73,4,6,nobody,obj_setup,that_no-gap_wh-rc,nobody,11.952880859375,google,False,False
74,74,4,7,in,obj_setup,that_no-gap_wh-rc,in,2.8275511264801025,google,False,False
75,75,4,8,the,obj_setup,that_no-gap_wh-rc,the,0.8614466190338135,google,False,False
76,76,4,9,world,obj_setup,that_no-gap_wh-rc,world,3.4335761070251465,google,False,False
77,77,4,10,who,obj_setup,that_no-gap_wh-rc,who,1.377811074256897,google,False,False
78,78,4,11,can,obj_setup,that_no-gap_wh-rc,can,3.33986759185791,google,False,False
79,79,4,12,afford,obj_setup,that_no-gap_wh-rc,afford,6.622010707855225,google,False,False
80,80,4,13,the,rc_np,that_no-gap_wh-rc,the,4.061807155609132,google,False,False
81,81,4,14,price,rc_np,that_no-gap_wh-rc,price,5.093879699707031,google,False,False
82,82,4,15,at,End,that_no-gap_wh-rc,at,7.868096351623535,google,False,False
83,83,4,16,the,End,that_no-gap_wh-rc,the,1.3733993768692017,google,False,False
84,84,4,17,pharmacy,End,that_no-gap_wh-rc,pharmacy,12.632893562316895,google,False,False
85,85,4,19,.,End,that_no-gap_wh-rc,.,1.4313979148864746,google,False,False
86,86,4,20,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
87,87,5,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
88,88,5,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
89,89,5,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
90,90,5,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
91,91,5,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
92,92,5,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
93,93,5,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
94,94,5,7,employees,obj_setup,that_no-gap_wh-rc,employees,10.468636512756348,google,False,False
95,95,5,8,who,obj_setup,that_no-gap_wh-rc,who,1.7731919288635254,google,False,False
96,96,5,9,forwarded,obj_setup,that_no-gap_wh-rc,forwarded,16.891973495483402,google,False,False
97,97,5,10,the,rc_np,that_no-gap_wh-rc,the,4.369396209716797,google,False,False
98,98,5,11,message,rc_np,that_no-gap_wh-rc,message,5.3095245361328125,google,False,False
99,99,5,12,at,End,that_no-gap_wh-rc,at,6.734694004058838,google,False,False
100,100,5,13,work,End,that_no-gap_wh-rc,work,3.267148494720459,google,False,False
101,101,5,15,.,End,that_no-gap_wh-rc,.,1.924282431602478,google,False,False
102,102,5,16,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
103,103,6,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
104,104,6,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
105,105,6,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
106,106,6,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
107,107,6,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
108,108,6,5,are,obj_setup,that_no-gap_wh-rc,are,4.722095489501953,google,False,False
109,109,6,6,many,obj_setup,that_no-gap_wh-rc,many,5.031343460083008,google,False,False
110,110,6,7,people,obj_setup,that_no-gap_wh-rc,people,3.168370008468628,google,False,False
111,111,6,8,who,obj_setup,that_no-gap_wh-rc,who,1.0921499729156494,google,False,False
112,112,6,9,like,obj_setup,that_no-gap_wh-rc,like,6.5499267578125,google,False,False
113,113,6,10,the,rc_np,that_no-gap_wh-rc,the,3.390251874923706,google,False,False
114,114,6,11,beach,rc_np,that_no-gap_wh-rc,beach,11.07738208770752,google,False,False
115,115,6,12,for,End,that_no-gap_wh-rc,for,7.24282169342041,google,False,False
116,116,6,13,windsurfing,End,that_no-gap_wh-rc,windsurfing,18.721702575683594,google,False,False
117,117,6,15,.,End,that_no-gap_wh-rc,.,2.1907510757446294,google,False,False
118,118,6,16,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
119,119,7,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
120,120,7,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
121,121,7,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
122,122,7,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
123,123,7,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
124,124,7,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
125,125,7,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
126,126,7,7,artists,obj_setup,that_no-gap_wh-rc,artists,11.451642990112305,google,False,False
127,127,7,8,who,obj_setup,that_no-gap_wh-rc,who,1.838995218276977,google,False,False
128,128,7,9,used,obj_setup,that_no-gap_wh-rc,used,7.105254173278809,google,False,False
129,129,7,10,this,rc_np,that_no-gap_wh-rc,this,5.920763969421388,google,False,False
130,130,7,11,technique,rc_np,that_no-gap_wh-rc,technique,5.053858757019043,google,False,False
131,131,7,12,in,End,that_no-gap_wh-rc,in,3.731788635253906,google,False,False
132,132,7,13,excess,End,that_no-gap_wh-rc,excess,10.439668655395508,google,False,False
133,133,7,15,.,End,that_no-gap_wh-rc,.,7.144577503204347,google,False,False
134,134,7,16,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
135,135,8,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
136,136,8,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
137,137,8,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
138,138,8,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
139,139,8,4,we,obj_setup,that_no-gap_wh-rc,we,4.361978054046632,google,False,False
140,140,8,5,really,obj_setup,that_no-gap_wh-rc,really,9.612278938293457,google,False,False
141,141,8,6,need,obj_setup,that_no-gap_wh-rc,need,3.779507875442505,google,False,False
142,142,8,7,to,obj_setup,that_no-gap_wh-rc,to,0.9480628967285156,google,False,False
143,143,8,8,find,obj_setup,that_no-gap_wh-rc,find,5.902016639709473,google,False,False
144,144,8,9,someone,obj_setup,that_no-gap_wh-rc,someone,5.594322204589844,google,False,False
145,145,8,10,who,obj_setup,that_no-gap_wh-rc,who,1.433687448501587,google,False,False
146,146,8,11,understands,obj_setup,that_no-gap_wh-rc,understands,6.8512635231018075,google,False,False
147,147,8,12,the,rc_np,that_no-gap_wh-rc,the,1.5314749479293823,google,False,False
148,148,8,13,problem,rc_np,that_no-gap_wh-rc,problem,6.363463401794434,google,False,False
149,149,8,14,in,End,that_no-gap_wh-rc,in,5.243127346038818,google,False,False
150,150,8,15,full,End,that_no-gap_wh-rc,full,8.111234664916992,google,False,False
151,151,8,17,.,End,that_no-gap_wh-rc,.,1.3803731203079224,google,False,False
152,152,8,18,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
153,153,9,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
154,154,9,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
155,155,9,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
156,156,9,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
157,157,9,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
158,158,9,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
159,159,9,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
160,160,9,7,engineers,obj_setup,that_no-gap_wh-rc,engineers,14.753215789794922,google,False,False
161,161,9,8,who,obj_setup,that_no-gap_wh-rc,who,2.4977777004241943,google,False,False
162,162,9,9,tested,obj_setup,that_no-gap_wh-rc,tested,13.585794448852539,google,False,False
163,163,9,10,the,rc_np,that_no-gap_wh-rc,the,2.3039491176605225,google,False,False
164,164,9,11,hypothesis,rc_np,that_no-gap_wh-rc,hypothesis,8.892492294311523,google,False,False
165,165,9,12,at,End,that_no-gap_wh-rc,at,7.720631122589111,google,False,False
166,166,9,13,the,End,that_no-gap_wh-rc,the,1.6294195652008057,google,False,False
167,167,9,14,lab,End,that_no-gap_wh-rc,lab,7.8970298767089835,google,False,False
168,168,9,16,.,End,that_no-gap_wh-rc,.,1.4782352447509766,google,False,False
169,169,9,17,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
170,170,10,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
171,171,10,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
172,172,10,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
173,173,10,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
174,174,10,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
175,175,10,5,are,obj_setup,that_no-gap_wh-rc,are,4.722095489501953,google,False,False
176,176,10,6,many,obj_setup,that_no-gap_wh-rc,many,5.031343460083008,google,False,False
177,177,10,7,people,obj_setup,that_no-gap_wh-rc,people,3.168370008468628,google,False,False
178,178,10,8,who,obj_setup,that_no-gap_wh-rc,who,1.0921499729156494,google,False,False
179,179,10,9,condone,obj_setup,that_no-gap_wh-rc,condone,14.225275993347168,google,False,False
180,180,10,10,the,rc_np,that_no-gap_wh-rc,the,2.526375770568848,google,False,False
181,181,10,11,war,rc_np,that_no-gap_wh-rc,war,9.063887596130373,google,False,False
182,182,10,12,at,End,that_no-gap_wh-rc,at,7.408962726593018,google,False,False
183,183,10,13,the,End,that_no-gap_wh-rc,the,1.477244853973389,google,False,False
184,184,10,14,moment,End,that_no-gap_wh-rc,moment,3.184847354888916,google,False,False
185,185,10,16,.,End,that_no-gap_wh-rc,.,1.419994592666626,google,False,False
186,186,10,17,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
187,187,11,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
188,188,11,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
189,189,11,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
190,190,11,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
191,191,11,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
192,192,11,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
193,193,11,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
194,194,11,7,celebrities,obj_setup,that_no-gap_wh-rc,celebrities,10.609023094177246,google,False,False
195,195,11,8,who,obj_setup,that_no-gap_wh-rc,who,2.210035800933838,google,False,False
196,196,11,9,endorsed,obj_setup,that_no-gap_wh-rc,endorsed,13.11778163909912,google,False,False
197,197,11,10,the,rc_np,that_no-gap_wh-rc,the,2.055930852890014,google,False,False
198,198,11,11,plan,rc_np,that_no-gap_wh-rc,plan,7.395298480987549,google,False,False
199,199,11,12,at,End,that_no-gap_wh-rc,at,7.026398658752441,google,False,False
200,200,11,13,the,End,that_no-gap_wh-rc,the,1.0292472839355469,google,False,False
201,201,11,14,event,End,that_no-gap_wh-rc,event,7.480895042419434,google,False,False
202,202,11,16,.,End,that_no-gap_wh-rc,.,1.476508855819702,google,False,False
203,203,11,17,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
204,204,12,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
205,205,12,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
206,206,12,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
207,207,12,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
208,208,12,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
209,209,12,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
210,210,12,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
211,211,12,7,people,obj_setup,that_no-gap_wh-rc,people,3.008150339126587,google,False,False
212,212,12,8,who,obj_setup,that_no-gap_wh-rc,who,1.3411821126937866,google,False,False
213,213,12,9,grew,obj_setup,that_no-gap_wh-rc,grew,9.378824234008787,google,False,False
214,214,12,10,up,obj_setup,that_no-gap_wh-rc,up,0.10400396585464478,google,False,False
215,215,12,11,with,obj_setup,that_no-gap_wh-rc,with,1.925330638885498,google,False,False
216,216,12,12,the,rc_np,that_no-gap_wh-rc,the,2.6971759796142583,google,False,False
217,217,12,13,language,rc_np,that_no-gap_wh-rc,language,10.775973320007324,google,False,False
218,218,12,14,at,End,that_no-gap_wh-rc,at,8.270112037658691,google,False,False
219,219,12,15,home,End,that_no-gap_wh-rc,home,2.9982502460479736,google,False,False
220,220,12,17,.,End,that_no-gap_wh-rc,.,1.7449254989624023,google,False,False
221,221,12,18,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
222,222,13,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
223,223,13,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
224,224,13,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
225,225,13,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
226,226,13,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
227,227,13,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
228,228,13,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
229,229,13,7,actors,obj_setup,that_no-gap_wh-rc,actors,11.931390762329102,google,False,False
230,230,13,8,who,obj_setup,that_no-gap_wh-rc,who,1.501656413078308,google,False,False
231,231,13,9,worked,obj_setup,that_no-gap_wh-rc,worked,6.6817383766174325,google,False,False
232,232,13,10,with,obj_setup,that_no-gap_wh-rc,with,2.696460962295532,google,False,False
233,233,13,11,the,rc_np,that_no-gap_wh-rc,the,2.6524863243103027,google,False,False
234,234,13,12,producer,rc_np,that_no-gap_wh-rc,producer,8.46573543548584,google,False,False
235,235,13,13,under,End,that_no-gap_wh-rc,under,10.846162796020508,google,False,False
236,236,13,14,stress,End,that_no-gap_wh-rc,stress,12.387167930603027,google,False,False
237,237,13,16,.,End,that_no-gap_wh-rc,.,1.6241804361343384,google,False,False
238,238,13,17,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
239,239,14,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
240,240,14,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
241,241,14,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
242,242,14,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
243,243,14,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
244,244,14,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
245,245,14,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
246,246,14,7,mathematicians,obj_setup,that_no-gap_wh-rc,mathematicians,19.197832107543945,google,False,False
247,247,14,8,who,obj_setup,that_no-gap_wh-rc,who,2.3775804042816158,google,False,False
248,248,14,9,worked,obj_setup,that_no-gap_wh-rc,worked,5.2962679862976065,google,False,False
249,249,14,10,on,obj_setup,that_no-gap_wh-rc,on,1.877470850944519,google,False,False
250,250,14,11,the,rc_np,that_no-gap_wh-rc,the,1.6001950502395632,google,False,False
251,251,14,12,project,rc_np,that_no-gap_wh-rc,project,3.791537046432495,google,False,False
252,252,14,13,for,End,that_no-gap_wh-rc,for,5.695502758026122,google,False,False
253,253,14,14,years,End,that_no-gap_wh-rc,years,3.6063387393951416,google,False,False
254,254,14,16,.,End,that_no-gap_wh-rc,.,1.5251264572143557,google,False,False
255,255,14,17,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
256,256,15,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
257,257,15,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
258,258,15,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
259,259,15,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
260,260,15,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
261,261,15,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
262,262,15,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
263,263,15,7,gymnasts,obj_setup,that_no-gap_wh-rc,gymnasts,17.849843978881836,google,False,False
264,264,15,8,who,obj_setup,that_no-gap_wh-rc,who,1.5866528749465942,google,False,False
265,265,15,9,mastered,obj_setup,that_no-gap_wh-rc,mastered,14.385146141052244,google,False,False
266,266,15,10,the,rc_np,that_no-gap_wh-rc,the,1.2923526763916016,google,False,False
267,267,15,11,subject,rc_np,that_no-gap_wh-rc,subject,9.187691688537598,google,False,False
268,268,15,12,with,End,that_no-gap_wh-rc,with,6.002979278564452,google,False,False
269,269,15,13,difficulty,End,that_no-gap_wh-rc,difficulty,8.522505760192871,google,False,False
270,270,15,15,.,End,that_no-gap_wh-rc,.,1.3354861736297607,google,False,False
271,271,15,16,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
272,272,16,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
273,273,16,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
274,274,16,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
275,275,16,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
276,276,16,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
277,277,16,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
278,278,16,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
279,279,16,7,jurors,obj_setup,that_no-gap_wh-rc,jurors,16.04324722290039,google,False,False
280,280,16,8,who,obj_setup,that_no-gap_wh-rc,who,1.239751935005188,google,False,False
281,281,16,9,disliked,obj_setup,that_no-gap_wh-rc,disliked,8.185988426208496,google,False,False
282,282,16,10,the,rc_np,that_no-gap_wh-rc,the,1.3345922231674194,google,False,False
283,283,16,11,schedule,rc_np,that_no-gap_wh-rc,schedule,14.559165000915527,google,False,False
284,284,16,12,at,End,that_no-gap_wh-rc,at,6.589951992034912,google,False,False
285,285,16,13,the,End,that_no-gap_wh-rc,the,0.582633912563324,google,False,False
286,286,16,14,trial,End,that_no-gap_wh-rc,trial,6.330526828765869,google,False,False
287,287,16,16,.,End,that_no-gap_wh-rc,.,1.4965945482254028,google,False,False
288,288,16,17,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
289,289,17,0,It,Prefix-that,that_no-gap_wh-rc,It,0.0,google,False,False
290,290,17,1,was,Prefix-that,that_no-gap_wh-rc,was,10.65812873840332,google,False,False
291,291,17,2,known,Prefix-that,that_no-gap_wh-rc,known,17.67839241027832,google,False,False
292,292,17,3,that,that,that_no-gap_wh-rc,that,2.620402336120605,google,False,False
293,293,17,4,there,obj_setup,that_no-gap_wh-rc,there,3.906241893768311,google,False,False
294,294,17,5,were,obj_setup,that_no-gap_wh-rc,were,1.7070937156677246,google,False,False
295,295,17,6,many,obj_setup,that_no-gap_wh-rc,many,5.563879489898682,google,False,False
296,296,17,7,brokers,obj_setup,that_no-gap_wh-rc,brokers,14.567349433898926,google,False,False
297,297,17,8,who,obj_setup,that_no-gap_wh-rc,who,1.7286345958709717,google,False,False
298,298,17,9,bought,obj_setup,that_no-gap_wh-rc,bought,9.041618347167967,google,False,False
299,299,17,10,the,rc_np,that_no-gap_wh-rc,the,3.62760591506958,google,False,False
300,300,17,11,bonds,rc_np,that_no-gap_wh-rc,bonds,6.895345211029053,google,False,False
301,301,17,12,on,End,that_no-gap_wh-rc,on,5.275017738342285,google,False,False
302,302,17,13,the,End,that_no-gap_wh-rc,the,1.1654274463653564,google,False,False
303,303,17,14,website,End,that_no-gap_wh-rc,website,10.328262329101562,google,False,False
304,304,17,16,.,End,that_no-gap_wh-rc,.,2.5933704376220703,google,False,False
305,305,17,17,<eos>,End,that_no-gap_wh-rc,<eos>,0.0,google,False,True
306,306,0,0,It,Prefix-that,that_gap_wh-rc,It,0.0,google,False,False
307,307,0,1,was,Prefix-that,that_gap_wh-rc,was,10.65812873840332,google,False,False
308,308,0,2,known,Prefix-that,that_gap_wh-rc,known,17.67839241027832,google,False,False
309,309,0,3,that,that,that_gap_wh-rc,that,2.620402336120605,google,False,False
310,310,0,4,there,obj_setup,that_gap_wh-rc,there,3.906241893768311,google,False,False
311,311,0,5,were,obj_setup,that_gap_wh-rc,were,1.7070937156677246,google,False,False
312,312,0,6,many,obj_setup,that_gap_wh-rc,many,5.563879489898682,google,False,False
