	sent_index	word_index	word	region	condition
107	6	4	there	obj_setup	that_no-gap_wh-rc
108	6	5	are	obj_setup	that_no-gap_wh-rc
109	6	6	many	obj_setup	that_no-gap_wh-rc
110	6	7	people	obj_setup	that_no-gap_wh-rc
111	6	8	who	obj_setup	that_no-gap_wh-rc
112	6	9	like	obj_setup	that_no-gap_wh-rc
113	6	10	the	rc_np	that_no-gap_wh-rc
114	6	11	beach	rc_np	that_no-gap_wh-rc
115	6	12	for	End	that_no-gap_wh-rc
116	6	13	windsurfing	End	that_no-gap_wh-rc
117	6	15	.	End	that_no-gap_wh-rc
118	6	16	<eos>	End	that_no-gap_wh-rc
119	7	0	It	Prefix-that	that_no-gap_wh-rc
120	7	1	was	Prefix-that	that_no-gap_wh-rc
121	7	2	known	Prefix-that	that_no-gap_wh-rc
122	7	3	that	that	that_no-gap_wh-rc
123	7	4	there	obj_setup	that_no-gap_wh-rc
124	7	5	were	obj_setup	that_no-gap_wh-rc
125	7	6	many	obj_setup	that_no-gap_wh-rc
126	7	7	artists	obj_setup	that_no-gap_wh-rc
127	7	8	who	obj_setup	that_no-gap_wh-rc
128	7	9	used	obj_setup	that_no-gap_wh-rc
129	7	10	this	rc_np	that_no-gap_wh-rc
130	7	11	technique	rc_np	that_no-gap_wh-rc
131	7	12	in	End	that_no-gap_wh-rc
132	7	13	excess	End	that_no-gap_wh-rc
133	7	15	.	End	that_no-gap_wh-rc
134	7	16	<eos>	End	that_no-gap_wh-rc
135	8	0	It	Prefix-that	that_no-gap_wh-rc
136	8	1	was	Prefix-that	that_no-gap_wh-rc
137	8	2	known	Prefix-that	that_no-gap_wh-rc
138	8	3	that	that	that_no-gap_wh-rc
139	8	4	we	obj_setup	that_no-gap_wh-rc
140	8	5	really	obj_setup	that_no-gap_wh-rc
141	8	6	need	obj_setup	that_no-gap_wh-rc
142	8	7	to	obj_setup	that_no-gap_wh-rc
143	8	8	find	obj_setup	that_no-gap_wh-rc
144	8	9	someone	obj_setup	that_no-gap_wh-rc
145	8	10	who	obj_setup	that_no-gap_wh-rc
146	8	11	understands	obj_setup	that_no-gap_wh-rc
147	8	12	the	rc_np	that_no-gap_wh-rc
148	8	13	problem	rc_np	that_no-gap_wh-rc
149	8	14	in	End	that_no-gap_wh-rc
150	8	15	full	End	that_no-gap_wh-rc
151	8	17	.	End	that_no-gap_wh-rc
152	8	18	<eos>	End	that_no-gap_wh-rc
153	9	0	It	Prefix-that	that_no-gap_wh-rc
154	9	1	was	Prefix-that	that_no-gap_wh-rc
155	9	2	known	Prefix-that	that_no-gap_wh-rc
156	9	3	that	that	that_no-gap_wh-rc
157	9	4	there	obj_setup	that_no-gap_wh-rc
158	9	5	were	obj_setup	that_no-gap_wh-rc
159	9	6	many	obj_setup	that_no-gap_wh-rc
160	9	7	engineers	obj_setup	that_no-gap_wh-rc
161	9	8	who	obj_setup	that_no-gap_wh-rc
162	9	9	tested	obj_setup	that_no-gap_wh-rc
163	9	10	the	rc_np	that_no-gap_wh-rc
164	9	11	hypothesis	rc_np	that_no-gap_wh-rc
165	9	12	at	End	that_no-gap_wh-rc
166	9	13	the	End	that_no-gap_wh-rc
167	9	14	lab	End	that_no-gap_wh-rc
168	9	16	.	End	that_no-gap_wh-rc
169	9	17	<eos>	End	that_no-gap_wh-rc
170	10	0	It	Prefix-that	that_no-gap_wh-rc
171	10	1	was	Prefix-that	that_no-gap_wh-rc
172	10	2	known	Prefix-that	that_no-gap_wh-rc
173	10	3	that	that	that_no-gap_wh-rc
174	10	4	there	obj_setup	that_no-gap_wh-rc
175	10	5	are	obj_setup	that_no-gap_wh-rc
176	10	6	many	obj_setup	that_no-gap_wh-rc
177	10	7	people	obj_setup	that_no-gap_wh-rc
178	10	8	who	obj_setup	that_no-gap_wh-rc
179	10	9	condone	obj_setup	that_no-gap_wh-rc
180	10	10	the	rc_np	that_no-gap_wh-rc
181	10	11	war	rc_np	that_no-gap_wh-rc
182	10	12	at	End	that_no-gap_wh-rc
183	10	13	the	End	that_no-gap_wh-rc
184	10	14	moment	End	that_no-gap_wh-rc
185	10	16	.	End	that_no-gap_wh-rc
186	10	17	<eos>	End	that_no-gap_wh-rc
187	11	0	It	Prefix-that	that_no-gap_wh-rc
188	11	1	was	Prefix-that	that_no-gap_wh-rc
189	11	2	known	Prefix-that	that_no-gap_wh-rc
190	11	3	that	that	that_no-gap_wh-rc
191	11	4	there	obj_setup	that_no-gap_wh-rc
192	11	5	were	obj_setup	that_no-gap_wh-rc
193	11	6	many	obj_setup	that_no-gap_wh-rc
194	11	7	celebrities	obj_setup	that_no-gap_wh-rc
195	11	8	who	obj_setup	that_no-gap_wh-rc
196	11	9	endorsed	obj_setup	that_no-gap_wh-rc
197	11	10	the	rc_np	that_no-gap_wh-rc
198	11	11	plan	rc_np	that_no-gap_wh-rc
199	11	12	at	End	that_no-gap_wh-rc
200	11	13	the	End	that_no-gap_wh-rc
201	11	14	event	End	that_no-gap_wh-rc
202	11	16	.	End	that_no-gap_wh-rc
203	11	17	<eos>	End	that_no-gap_wh-rc
204	12	0	It	Prefix-that	that_no-gap_wh-rc
205	12	1	was	Prefix-that	that_no-gap_wh-rc
206	12	2	known	Prefix-that	that_no-gap_wh-rc
207	12	3	that	that	that_no-gap_wh-rc
208	12	4	there	obj_setup	that_no-gap_wh-rc
209	12	5	were	obj_setup	that_no-gap_wh-rc
210	12	6	many	obj_setup	that_no-gap_wh-rc
211	12	7	people	obj_setup	that_no-gap_wh-rc
212	12	8	who	obj_setup	that_no-gap_wh-rc
213	12	9	grew	obj_setup	that_no-gap_wh-rc
214	12	10	up	obj_setup	that_no-gap_wh-rc
215	12	11	with	obj_setup	that_no-gap_wh-rc
216	12	12	the	rc_np	that_no-gap_wh-rc
217	12	13	language	rc_np	that_no-gap_wh-rc
218	12	14	at	End	that_no-gap_wh-rc
219	12	15	home	End	that_no-gap_wh-rc
220	12	17	.	End	that_no-gap_wh-rc
221	12	18	<eos>	End	that_no-gap_wh-rc
222	13	0	It	Prefix-that	that_no-gap_wh-rc
223	13	1	was	Prefix-that	that_no-gap_wh-rc
224	13	2	known	Prefix-that	that_no-gap_wh-rc
225	13	3	that	that	that_no-gap_wh-rc
226	13	4	there	obj_setup	that_no-gap_wh-rc
227	13	5	were	obj_setup	that_no-gap_wh-rc
228	13	6	many	obj_setup	that_no-gap_wh-rc
229	13	7	actors	obj_setup	that_no-gap_wh-rc
230	13	8	who	obj_setup	that_no-gap_wh-rc
231	13	9	worked	obj_setup	that_no-gap_wh-rc
232	13	10	with	obj_setup	that_no-gap_wh-rc
233	13	11	the	rc_np	that_no-gap_wh-rc
234	13	12	producer	rc_np	that_no-gap_wh-rc
235	13	13	under	End	that_no-gap_wh-rc
236	13	14	stress	End	that_no-gap_wh-rc
237	13	16	.	End	that_no-gap_wh-rc
238	13	17	<eos>	End	that_no-gap_wh-rc
239	14	0	It	Prefix-that	that_no-gap_wh-rc
240	14	1	was	Prefix-that	that_no-gap_wh-rc
241	14	2	known	Prefix-that	that_no-gap_wh-rc
242	14	3	that	that	that_no-gap_wh-rc
243	14	4	there	obj_setup	that_no-gap_wh-rc
244	14	5	were	obj_setup	that_no-gap_wh-rc
245	14	6	many	obj_setup	that_no-gap_wh-rc
246	14	7	mathematicians	obj_setup	that_no-gap_wh-rc
247	14	8	who	obj_setup	that_no-gap_wh-rc
248	14	9	worked	obj_setup	that_no-gap_wh-rc
249	14	10	on	obj_setup	that_no-gap_wh-rc
250	14	11	the	rc_np	that_no-gap_wh-rc
251	14	12	project	rc_np	that_no-gap_wh-rc
252	14	13	for	End	that_no-gap_wh-rc
253	14	14	years	End	that_no-gap_wh-rc
254	14	16	.	End	that_no-gap_wh-rc
255	14	17	<eos>	End	that_no-gap_wh-rc
256	15	0	It	Prefix-that	that_no-gap_wh-rc
257	15	1	was	Prefix-that	that_no-gap_wh-rc
258	15	2	known	Prefix-that	that_no-gap_wh-rc
259	15	3	that	that	that_no-gap_wh-rc
260	15	4	there	obj_setup	that_no-gap_wh-rc
261	15	5	were	obj_setup	that_no-gap_wh-rc
262	15	6	many	obj_setup	that_no-gap_wh-rc
263	15	7	gymnasts	obj_setup	that_no-gap_wh-rc
264	15	8	who	obj_setup	that_no-gap_wh-rc
265	15	9	mastered	obj_setup	that_no-gap_wh-rc
266	15	10	the	rc_np	that_no-gap_wh-rc
267	15	11	subject	rc_np	that_no-gap_wh-rc
268	15	12	with	End	that_no-gap_wh-rc
269	15	13	difficulty	End	that_no-gap_wh-rc
270	15	15	.	End	that_no-gap_wh-rc
271	15	16	<eos>	End	that_no-gap_wh-rc
272	16	0	It	Prefix-that	that_no-gap_wh-rc
273	16	1	was	Prefix-that	that_no-gap_wh-rc
274	16	2	known	Prefix-that	that_no-gap_wh-rc
275	16	3	that	that	that_no-gap_wh-rc
276	16	4	there	obj_setup	that_no-gap_wh-rc
277	16	5	were	obj_setup	that_no-gap_wh-rc
278	16	6	many	obj_setup	that_no-gap_wh-rc
279	16	7	jurors	obj_setup	that_no-gap_wh-rc
280	16	8	who	obj_setup	that_no-gap_wh-rc
281	16	9	disliked	obj_setup	that_no-gap_wh-rc
282	16	10	the	rc_np	that_no-gap_wh-rc
283	16	11	schedule	rc_np	that_no-gap_wh-rc
284	16	12	at	End	that_no-gap_wh-rc
285	16	13	the	End	that_no-gap_wh-rc
286	16	14	trial	End	that_no-gap_wh-rc
287	16	16	.	End	that_no-gap_wh-rc
288	16	17	<eos>	End	that_no-gap_wh-rc
289	17	0	It	Prefix-that	that_no-gap_wh-rc
290	17	1	was	Prefix-that	that_no-gap_wh-rc
291	17	2	known	Prefix-that	that_no-gap_wh-rc
292	17	3	that	that	that_no-gap_wh-rc
293	17	4	there	obj_setup	that_no-gap_wh-rc
294	17	5	were	obj_setup	that_no-gap_wh-rc
295	17	6	many	obj_setup	that_no-gap_wh-rc
296	17	7	brokers	obj_setup	that_no-gap_wh-rc
297	17	8	who	obj_setup	that_no-gap_wh-rc
298	17	9	bought	obj_setup	that_no-gap_wh-rc
299	17	10	the	rc_np	that_no-gap_wh-rc
300	17	11	bonds	rc_np	that_no-gap_wh-rc
301	17	12	on	End	that_no-gap_wh-rc
302	17	13	the	End	that_no-gap_wh-rc
303	17	14	website	End	that_no-gap_wh-rc
304	17	16	.	End	that_no-gap_wh-rc
305	17	17	<eos>	End	that_no-gap_wh-rc
306	0	0	It	Prefix-that	that_gap_wh-rc
307	0	1	was	Prefix-that	that_gap_wh-rc
308	0	2	known	Prefix-that	that_gap_wh-rc
309	0	3	that	that	that_gap_wh-rc
310	0	4	there	obj_setup	that_gap_wh-rc
311	0	5	were	obj_setup	that_gap_wh-rc
312	0	6	many	obj_setup	that_gap_wh-rc
313	0	7	historians	obj_setup	that_gap_wh-rc
314	0	8	who	obj_setup	that_gap_wh-rc
315	0	9	dismissed	obj_setup	that_gap_wh-rc
316	0	10	at	End	that_gap_wh-rc
317	0	11	the	End	that_gap_wh-rc
318	0	12	meeting	End	that_gap_wh-rc
319	0	14	.	End	that_gap_wh-rc
320	0	15	<eos>	End	that_gap_wh-rc
321	1	0	It	Prefix-that	that_gap_wh-rc
322	1	1	was	Prefix-that	that_gap_wh-rc
323	1	2	known	Prefix-that	that_gap_wh-rc
324	1	3	that	that	that_gap_wh-rc
325	1	4	there	obj_setup	that_gap_wh-rc
326	1	5	were	obj_setup	that_gap_wh-rc
327	1	6	many	obj_setup	that_gap_wh-rc
328	1	7	senators	obj_setup	that_gap_wh-rc
329	1	8	who	obj_setup	that_gap_wh-rc
330	1	9	supported	obj_setup	that_gap_wh-rc
331	1	10	at	End	that_gap_wh-rc
332	1	11	the	End	that_gap_wh-rc
333	1	12	hearing	End	that_gap_wh-rc
334	1	14	.	End	that_gap_wh-rc
335	1	15	<eos>	End	that_gap_wh-rc
336	2	0	It	Prefix-that	that_gap_wh-rc
337	2	1	was	Prefix-that	that_gap_wh-rc
338	2	2	known	Prefix-that	that_gap_wh-rc
339	2	3	that	that	that_gap_wh-rc
340	2	4	there	obj_setup	that_gap_wh-rc
341	2	5	were	obj_setup	that_gap_wh-rc
342	2	6	many	obj_setup	that_gap_wh-rc
343	2	7	doctors	obj_setup	that_gap_wh-rc
344	2	8	who	obj_setup	that_gap_wh-rc
345	2	9	prescribed	obj_setup	that_gap_wh-rc
346	2	10	at	End	that_gap_wh-rc
347	2	11	the	End	that_gap_wh-rc
348	2	12	hospital	End	that_gap_wh-rc
349	2	14	.	End	that_gap_wh-rc
350	2	15	<eos>	End	that_gap_wh-rc
351	3	0	It	Prefix-that	that_gap_wh-rc
352	3	1	was	Prefix-that	that_gap_wh-rc
353	3	2	known	Prefix-that	that_gap_wh-rc
354	3	3	that	that	that_gap_wh-rc
355	3	4	there	obj_setup	that_gap_wh-rc
356	3	5	were	obj_setup	that_gap_wh-rc
357	3	6	many	obj_setup	that_gap_wh-rc
358	3	7	editors	obj_setup	that_gap_wh-rc
359	3	8	who	obj_setup	that_gap_wh-rc
360	3	9	reviewed	obj_setup	that_gap_wh-rc
361	3	10	at	End	that_gap_wh-rc
362	3	11	home	End	that_gap_wh-rc
363	3	13	.	End	that_gap_wh-rc
364	3	14	<eos>	End	that_gap_wh-rc
365	4	0	It	Prefix-that	that_gap_wh-rc
366	4	1	was	Prefix-that	that_gap_wh-rc
367	4	2	known	Prefix-that	that_gap_wh-rc
368	4	3	that	that	that_gap_wh-rc
369	4	4	there	obj_setup	that_gap_wh-rc
370	4	5	is	obj_setup	that_gap_wh-rc
371	4	6	nobody	obj_setup	that_gap_wh-rc
372	4	7	in	obj_setup	that_gap_wh-rc
373	4	8	the	obj_setup	that_gap_wh-rc
374	4	9	world	obj_setup	that_gap_wh-rc
375	4	10	who	obj_setup	that_gap_wh-rc
376	4	11	can	obj_setup	that_gap_wh-rc
377	4	12	afford	obj_setup	that_gap_wh-rc
378	4	13	at	End	that_gap_wh-rc
379	4	14	the	End	that_gap_wh-rc
380	4	15	pharmacy	End	that_gap_wh-rc
381	4	17	.	End	that_gap_wh-rc
382	4	18	<eos>	End	that_gap_wh-rc
383	5	0	It	Prefix-that	that_gap_wh-rc
384	5	1	was	Prefix-that	that_gap_wh-rc
385	5	2	known	Prefix-that	that_gap_wh-rc
386	5	3	that	that	that_gap_wh-rc
387	5	4	there	obj_setup	that_gap_wh-rc
388	5	5	were	obj_setup	that_gap_wh-rc
389	5	6	many	obj_setup	that_gap_wh-rc
390	5	7	employees	obj_setup	that_gap_wh-rc
391	5	8	who	obj_setup	that_gap_wh-rc
392	5	9	forwarded	obj_setup	that_gap_wh-rc
393	5	10	at	End	that_gap_wh-rc
394	5	11	work	End	that_gap_wh-rc
395	5	13	.	End	that_gap_wh-rc
396	5	14	<eos>	End	that_gap_wh-rc
397	6	0	It	Prefix-that	that_gap_wh-rc
398	6	1	was	Prefix-that	that_gap_wh-rc
399	6	2	known	Prefix-that	that_gap_wh-rc
400	6	3	that	that	that_gap_wh-rc
401	6	4	there	obj_setup	that_gap_wh-rc
402	6	5	are	obj_setup	that_gap_wh-rc
403	6	6	many	obj_setup	that_gap_wh-rc
404	6	7	people	obj_setup	that_gap_wh-rc
405	6	8	who	obj_setup	that_gap_wh-rc
406	6	9	like	obj_setup	that_gap_wh-rc
407	6	10	for	End	that_gap_wh-rc
408	6	11	windsurfing	End	that_gap_wh-rc
409	6	13	.	End	that_gap_wh-rc
410	6	14	<eos>	End	that_gap_wh-rc
411	7	0	It	Prefix-that	that_gap_wh-rc
412	7	1	was	Prefix-that	that_gap_wh-rc
413	7	2	known	Prefix-that	that_gap_wh-rc
414	7	3	that	that	that_gap_wh-rc
415	7	4	there	obj_setup	that_gap_wh-rc
416	7	5	were	obj_setup	that_gap_wh-rc
417	7	6	many	obj_setup	that_gap_wh-rc
418	7	7	artists	obj_setup	that_gap_wh-rc
419	7	8	who	obj_setup	that_gap_wh-rc
420	7	9	used	obj_setup	that_gap_wh-rc
421	7	10	in	End	that_gap_wh-rc
422	7	11	excess	End	that_gap_wh-rc
423	7	13	.	End	that_gap_wh-rc
424	7	14	<eos>	End	that_gap_wh-rc
425	8	0	It	Prefix-that	that_gap_wh-rc
426	8	1	was	Prefix-that	that_gap_wh-rc
427	8	2	known	Prefix-that	that_gap_wh-rc
428	8	3	that	that	that_gap_wh-rc
429	8	4	we	obj_setup	that_gap_wh-rc
430	8	5	really	obj_setup	that_gap_wh-rc
431	8	6	need	obj_setup	that_gap_wh-rc
432	8	7	to	obj_setup	that_gap_wh-rc
433	8	8	find	obj_setup	that_gap_wh-rc
434	8	9	someone	obj_setup	that_gap_wh-rc
435	8	10	who	obj_setup	that_gap_wh-rc
436	8	11	understands	obj_setup	that_gap_wh-rc
437	8	12	in	End	that_gap_wh-rc
438	8	13	full	End	that_gap_wh-rc
439	8	15	.	End	that_gap_wh-rc
440	8	16	<eos>	End	that_gap_wh-rc
441	9	0	It	Prefix-that	that_gap_wh-rc
442	9	1	was	Prefix-that	that_gap_wh-rc
443	9	2	known	Prefix-that	that_gap_wh-rc
444	9	3	that	that	that_gap_wh-rc
445	9	4	there	obj_setup	that_gap_wh-rc
446	9	5	were	obj_setup	that_gap_wh-rc
447	9	6	many	obj_setup	that_gap_wh-rc
448	9	7	engineers	obj_setup	that_gap_wh-rc
449	9	8	who	obj_setup	that_gap_wh-rc
450	9	9	tested	obj_setup	that_gap_wh-rc
451	9	10	at	End	that_gap_wh-rc
452	9	11	the	End	that_gap_wh-rc
453	9	12	lab	End	that_gap_wh-rc
454	9	14	.	End	that_gap_wh-rc
455	9	15	<eos>	End	that_gap_wh-rc
456	10	0	It	Prefix-that	that_gap_wh-rc
457	10	1	was	Prefix-that	that_gap_wh-rc
458	10	2	known	Prefix-that	that_gap_wh-rc
459	10	3	that	that	that_gap_wh-rc
460	10	4	there	obj_setup	that_gap_wh-rc
461	10	5	are	obj_setup	that_gap_wh-rc
462	10	6	many	obj_setup	that_gap_wh-rc
463	10	7	people	obj_setup	that_gap_wh-rc
464	10	8	who	obj_setup	that_gap_wh-rc
465	10	9	condone	obj_setup	that_gap_wh-rc
466	10	10	at	End	that_gap_wh-rc
467	10	11	the	End	that_gap_wh-rc
468	10	12	moment	End	that_gap_wh-rc
469	10	14	.	End	that_gap_wh-rc
470	10	15	<eos>	End	that_gap_wh-rc
471	11	0	It	Prefix-that	that_gap_wh-rc
472	11	1	was	Prefix-that	that_gap_wh-rc
473	11	2	known	Prefix-that	that_gap_wh-rc
474	11	3	that	that	that_gap_wh-rc
475	11	4	there	obj_setup	that_gap_wh-rc
476	11	5	were	obj_setup	that_gap_wh-rc
477	11	6	many	obj_setup	that_gap_wh-rc
478	11	7	celebrities	obj_setup	that_gap_wh-rc
479	11	8	who	obj_setup	that_gap_wh-rc
480	11	9	endorsed	obj_setup	that_gap_wh-rc
481	11	10	at	End	that_gap_wh-rc
482	11	11	the	End	that_gap_wh-rc
483	11	12	event	End	that_gap_wh-rc
484	11	14	.	End	that_gap_wh-rc
485	11	15	<eos>	End	that_gap_wh-rc
486	12	0	It	Prefix-that	that_gap_wh-rc
487	12	1	was	Prefix-that	that_gap_wh-rc
488	12	2	known	Prefix-that	that_gap_wh-rc
489	12	3	that	that	that_gap_wh-rc
490	12	4	there	obj_setup	that_gap_wh-rc
491	12	5	were	obj_setup	that_gap_wh-rc
492	12	6	many	obj_setup	that_gap_wh-rc
493	12	7	people	obj_setup	that_gap_wh-rc
494	12	8	who	obj_setup	that_gap_wh-rc
495	12	9	grew	obj_setup	that_gap_wh-rc
496	12	10	up	obj_setup	that_gap_wh-rc
497	12	11	with	obj_setup	that_gap_wh-rc
498	12	12	at	End	that_gap_wh-rc
499	12	13	home	End	that_gap_wh-rc
500	12	15	.	End	that_gap_wh-rc
501	12	16	<eos>	End	that_gap_wh-rc
502	13	0	It	Prefix-that	that_gap_wh-rc
503	13	1	was	Prefix-that	that_gap_wh-rc
504	13	2	known	Prefix-that	that_gap_wh-rc
505	13	3	that	that	that_gap_wh-rc
506	13	4	there	obj_setup	that_gap_wh-rc
507	13	5	were	obj_setup	that_gap_wh-rc
508	13	6	many	obj_setup	that_gap_wh-rc
509	13	7	actors	obj_setup	that_gap_wh-rc
510	13	8	who	obj_setup	that_gap_wh-rc
511	13	9	worked	obj_setup	that_gap_wh-rc
512	13	10	with	obj_setup	that_gap_wh-rc
513	13	11	under	End	that_gap_wh-rc
514	13	12	stress	End	that_gap_wh-rc
515	13	14	.	End	that_gap_wh-rc
516	13	15	<eos>	End	that_gap_wh-rc
517	14	0	It	Prefix-that	that_gap_wh-rc
518	14	1	was	Prefix-that	that_gap_wh-rc
519	14	2	known	Prefix-that	that_gap_wh-rc
520	14	3	that	that	that_gap_wh-rc
521	14	4	there	obj_setup	that_gap_wh-rc
522	14	5	were	obj_setup	that_gap_wh-rc
523	14	6	many	obj_setup	that_gap_wh-rc
524	14	7	mathematicians	obj_setup	that_gap_wh-rc
525	14	8	who	obj_setup	that_gap_wh-rc
526	14	9	worked	obj_setup	that_gap_wh-rc
527	14	10	on	obj_setup	that_gap_wh-rc
528	14	11	for	End	that_gap_wh-rc
529	14	12	years	End	that_gap_wh-rc
530	14	14	.	End	that_gap_wh-rc
531	14	15	<eos>	End	that_gap_wh-rc
532	15	0	It	Prefix-that	that_gap_wh-rc
533	15	1	was	Prefix-that	that_gap_wh-rc
534	15	2	known	Prefix-that	that_gap_wh-rc
535	15	3	that	that	that_gap_wh-rc
536	15	4	there	obj_setup	that_gap_wh-rc
537	15	5	were	obj_setup	that_gap_wh-rc
538	15	6	many	obj_setup	that_gap_wh-rc
539	15	7	gymnasts	obj_setup	that_gap_wh-rc
540	15	8	who	obj_setup	that_gap_wh-rc
541	15	9	mastered	obj_setup	that_gap_wh-rc
542	15	10	with	End	that_gap_wh-rc
543	15	11	difficulty	End	that_gap_wh-rc
544	15	13	.	End	that_gap_wh-rc
545	15	14	<eos>	End	that_gap_wh-rc
546	16	0	It	Prefix-that	that_gap_wh-rc
547	16	1	was	Prefix-that	that_gap_wh-rc
548	16	2	known	Prefix-that	that_gap_wh-rc
549	16	3	that	that	that_gap_wh-rc
