,Unnamed: 0,sent_index,word_index,word,region,condition,model_word,surprisal,model,unk,final
48,48,2,13,the,continuation,that_no-gap_pos,the,1.0601400136947632,google,False,False
49,49,2,14,weekend,continuation,that_no-gap_pos,weekend,8.368359565734862,google,False,False
50,50,2,16,.,End,that_no-gap_pos,.,1.1024332046508791,google,False,False
51,51,2,17,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
52,52,3,0,I,prefix,that_no-gap_pos,I,0.0,google,False,False
53,53,3,1,wonder,prefix,that_no-gap_pos,wonder,16.054655075073242,google,False,False
54,54,3,2,if,that,that_no-gap_pos,if,3.210862398147583,google,False,False
55,55,3,3,the,subject,that_no-gap_pos,the,6.058010578155518,google,False,False
56,56,3,4,house,subject,that_no-gap_pos,house,11.208669662475586,google,False,False
57,57,3,5,at,subject,that_no-gap_pos,at,7.33629560470581,google,False,False
58,58,3,6,the,subject,that_no-gap_pos,the,2.1695830821990967,google,False,False
59,59,3,7,end,subject,that_no-gap_pos,end,2.348196029663086,google,False,False
60,60,3,8,of,subject,that_no-gap_pos,of,0.09390175342559813,google,False,False
61,61,3,9,the,subject,that_no-gap_pos,the,0.9030675888061525,google,False,False
62,62,3,10,street,subject,that_no-gap_pos,street,1.8609110116958616,google,False,False
63,63,3,11,has,paux,that_no-gap_pos,has,4.194037437438965,google,False,False
64,64,3,12,suffered,verb,that_no-gap_pos,suffered,9.579258918762207,google,False,False
65,65,3,13,a,object,that_no-gap_pos,a,2.454563617706299,google,False,False
66,66,3,14,direct,object,that_no-gap_pos,direct,8.780550956726074,google,False,False
67,67,3,15,hit,object,that_no-gap_pos,hit,0.4640262722969055,google,False,False
68,68,3,16,during,continuation,that_no-gap_pos,during,8.8151273727417,google,False,False
69,69,3,17,the,continuation,that_no-gap_pos,the,1.0979918241500854,google,False,False
70,70,3,18,storm,continuation,that_no-gap_pos,storm,5.625814914703369,google,False,False
71,71,3,20,.,End,that_no-gap_pos,.,0.7033422589302063,google,False,False
72,72,3,21,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
73,73,4,0,I,prefix,that_no-gap_pos,I,0.0,google,False,False
74,74,4,1,wonder,prefix,that_no-gap_pos,wonder,16.054655075073242,google,False,False
75,75,4,2,if,that,that_no-gap_pos,if,3.210862398147583,google,False,False
76,76,4,3,the,subject,that_no-gap_pos,the,6.058010578155518,google,False,False
77,77,4,4,engine,subject,that_no-gap_pos,engine,13.87271499633789,google,False,False
78,78,4,5,of,subject,that_no-gap_pos,of,2.984302520751953,google,False,False
79,79,4,6,the,subject,that_no-gap_pos,the,1.9303184747695925,google,False,False
80,80,4,7,car,subject,that_no-gap_pos,car,2.661241054534912,google,False,False
81,81,4,8,has,paux,that_no-gap_pos,has,4.561663627624512,google,False,False
82,82,4,9,become,verb,that_no-gap_pos,become,7.0306077003479,google,False,False
83,83,4,10,overheated,object,that_no-gap_pos,overheated,11.092408180236816,google,False,False
84,84,4,11,on,continuation,that_no-gap_pos,on,6.840001583099365,google,False,False
85,85,4,12,the,continuation,that_no-gap_pos,the,1.5450091361999512,google,False,False
86,86,4,13,trip,continuation,that_no-gap_pos,trip,8.616726875305176,google,False,False
87,87,4,15,.,End,that_no-gap_pos,.,2.442836284637451,google,False,False
88,88,4,16,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
89,89,5,0,I,prefix,that_no-gap_pos,I,0.0,google,False,False
90,90,5,1,wonder,prefix,that_no-gap_pos,wonder,16.054655075073242,google,False,False
91,91,5,2,if,that,that_no-gap_pos,if,3.210862398147583,google,False,False
92,92,5,3,the,subject,that_no-gap_pos,the,6.058010578155518,google,False,False
93,93,5,4,owner,subject,that_no-gap_pos,owner,10.684738159179688,google,False,False
94,94,5,5,of,subject,that_no-gap_pos,of,1.1631419658660889,google,False,False
95,95,5,6,the,subject,that_no-gap_pos,the,1.633616328239441,google,False,False
96,96,5,7,house,subject,that_no-gap_pos,house,4.672565460205078,google,False,False
97,97,5,8,has,paux,that_no-gap_pos,has,4.632596492767334,google,False,False
98,98,5,9,wasted,verb,that_no-gap_pos,wasted,13.887340545654295,google,False,False
99,99,5,10,their,object,that_no-gap_pos,their,6.258498668670653,google,False,False
100,100,5,11,money,object,that_no-gap_pos,money,2.2561941146850586,google,False,False
101,101,5,12,over,continuation,that_no-gap_pos,over,8.991244316101074,google,False,False
102,102,5,13,the,continuation,that_no-gap_pos,the,0.7888176441192627,google,False,False
103,103,5,14,years,continuation,that_no-gap_pos,years,0.9177203178405762,google,False,False
104,104,5,16,.,End,that_no-gap_pos,.,1.1498563289642334,google,False,False
105,105,5,17,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
106,106,6,0,I,prefix,that_no-gap_pos,I,0.0,google,False,False
107,107,6,1,wonder,prefix,that_no-gap_pos,wonder,16.054655075073242,google,False,False
108,108,6,2,if,that,that_no-gap_pos,if,3.210862398147583,google,False,False
109,109,6,3,the,subject,that_no-gap_pos,the,6.058010578155518,google,False,False
110,110,6,4,window,subject,that_no-gap_pos,window,13.648180961608887,google,False,False
111,111,6,5,of,subject,that_no-gap_pos,of,2.9206905364990234,google,False,False
112,112,6,6,the,subject,that_no-gap_pos,the,11.09883975982666,google,False,False
113,113,6,7,den,subject,that_no-gap_pos,den,14.344285011291506,google,False,False
114,114,6,8,has,paux,that_no-gap_pos,has,4.03667688369751,google,False,False
115,115,6,9,been,verb,that_no-gap_pos,been,2.099739789962769,google,False,False
116,116,6,10,the,object,that_no-gap_pos,the,11.126785278320312,google,False,False
117,117,6,11,same,object,that_no-gap_pos,same,3.882470846176148,google,False,False
118,118,6,12,over,continuation,that_no-gap_pos,over,7.800768852233888,google,False,False
119,119,6,13,the,continuation,that_no-gap_pos,the,0.4070238471031189,google,False,False
120,120,6,14,years,continuation,that_no-gap_pos,years,1.1102324724197388,google,False,False
121,121,6,16,.,End,that_no-gap_pos,.,0.7481177449226379,google,False,False
122,122,6,17,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
123,123,7,0,I,prefix,that_no-gap_pos,I,0.0,google,False,False
124,124,7,1,wonder,prefix,that_no-gap_pos,wonder,16.054655075073242,google,False,False
125,125,7,2,if,that,that_no-gap_pos,if,3.210862398147583,google,False,False
126,126,7,3,the,subject,that_no-gap_pos,the,6.058010578155518,google,False,False
127,127,7,4,snow,subject,that_no-gap_pos,snow,13.38391399383545,google,False,False
128,128,7,5,on,subject,that_no-gap_pos,on,5.5333251953125,google,False,False
129,129,7,6,the,subject,that_no-gap_pos,the,1.0910677909851074,google,False,False
130,130,7,7,roof,subject,that_no-gap_pos,roof,3.12195086479187,google,False,False
131,131,7,8,has,paux,that_no-gap_pos,has,5.185227870941162,google,False,False
132,132,7,9,been,verb,that_no-gap_pos,been,2.782439708709717,google,False,False
133,133,7,10,a,object,that_no-gap_pos,a,3.898942232131958,google,False,False
134,134,7,11,problem,object,that_no-gap_pos,problem,3.1450710296630864,google,False,False
135,135,7,12,by,continuation,that_no-gap_pos,by,9.6702880859375,google,False,False
136,136,7,13,tomorrow,continuation,that_no-gap_pos,tomorrow,11.096802711486816,google,False,False
137,137,7,15,.,End,that_no-gap_pos,.,1.4920872449874878,google,False,False
138,138,7,16,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
139,139,8,0,I,prefix,that_no-gap_pos,I,0.0,google,False,False
140,140,8,1,wonder,prefix,that_no-gap_pos,wonder,16.054655075073242,google,False,False
141,141,8,2,if,that,that_no-gap_pos,if,3.210862398147583,google,False,False
142,142,8,3,the,subject,that_no-gap_pos,the,6.058010578155518,google,False,False
143,143,8,4,ice,subject,that_no-gap_pos,ice,13.549029350280762,google,False,False
144,144,8,5,on,subject,that_no-gap_pos,on,6.253928184509277,google,False,False
145,145,8,6,the,subject,that_no-gap_pos,the,1.9272682666778564,google,False,False
146,146,8,7,lake,subject,that_no-gap_pos,lake,9.680806159973145,google,False,False
147,147,8,8,has,paux,that_no-gap_pos,has,4.159852027893066,google,False,False
148,148,8,9,been,verb,that_no-gap_pos,been,1.9216501712799072,google,False,False
149,149,8,10,a,object,that_no-gap_pos,a,4.536040782928467,google,False,False
150,150,8,11,surprise,object,that_no-gap_pos,surprise,11.84192180633545,google,False,False
151,151,8,12,over,continuation,that_no-gap_pos,over,10.11299991607666,google,False,False
152,152,8,13,the,continuation,that_no-gap_pos,the,0.8430640697479248,google,False,False
153,153,8,14,winter,continuation,that_no-gap_pos,winter,5.680524826049805,google,False,False
154,154,8,16,.,End,that_no-gap_pos,.,1.054248571395874,google,False,False
155,155,8,17,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
156,156,9,0,I,prefix,that_no-gap_pos,I,0.0,google,False,False
157,157,9,1,wonder,prefix,that_no-gap_pos,wonder,16.054655075073242,google,False,False
158,158,9,2,if,that,that_no-gap_pos,if,3.210862398147583,google,False,False
159,159,9,3,the,subject,that_no-gap_pos,the,6.058010578155518,google,False,False
160,160,9,4,stereo,subject,that_no-gap_pos,stereo,16.853092193603516,google,False,False
161,161,9,5,in,subject,that_no-gap_pos,in,5.792681694030763,google,False,False
162,162,9,6,the,subject,that_no-gap_pos,the,1.6319074630737305,google,False,False
163,163,9,7,basement,subject,that_no-gap_pos,basement,6.229135990142822,google,False,False
164,164,9,8,has,paux,that_no-gap_pos,has,4.77808952331543,google,False,False
165,165,9,9,been,verb,that_no-gap_pos,been,3.365764617919922,google,False,False
166,166,9,10,a,object,that_no-gap_pos,a,6.469615936279298,google,False,False
167,167,9,11,nuisance,object,that_no-gap_pos,nuisance,8.32932186126709,google,False,False
168,168,9,12,for,continuation,that_no-gap_pos,for,4.097870349884033,google,False,False
169,169,9,13,the,continuation,that_no-gap_pos,the,2.5101840496063232,google,False,False
170,170,9,14,adults,continuation,that_no-gap_pos,adults,10.202338218688963,google,False,False
171,171,9,16,.,End,that_no-gap_pos,.,2.5763542652130127,google,False,False
172,172,9,17,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
173,173,10,0,I,prefix,that_no-gap_pos,I,0.0,google,False,False
174,174,10,1,wonder,prefix,that_no-gap_pos,wonder,16.054655075073242,google,False,False
175,175,10,2,if,that,that_no-gap_pos,if,3.210862398147583,google,False,False
176,176,10,3,the,subject,that_no-gap_pos,the,6.058010578155518,google,False,False
177,177,10,4,icing,subject,that_no-gap_pos,icing,18.222169876098636,google,False,False
178,178,10,5,on,subject,that_no-gap_pos,on,0.3604946732521057,google,False,False
179,179,10,6,the,subject,that_no-gap_pos,the,0.3651538491249085,google,False,False
180,180,10,7,cake,subject,that_no-gap_pos,cake,0.15256457030773166,google,False,False
181,181,10,8,has,paux,that_no-gap_pos,has,5.384269237518311,google,False,False
182,182,10,9,been,verb,that_no-gap_pos,been,1.749400019645691,google,False,False
183,183,10,10,a,object,that_no-gap_pos,a,4.0476131439208975,google,False,False
184,184,10,11,success,object,that_no-gap_pos,success,8.577220916748049,google,False,False
185,185,10,12,at,continuation,that_no-gap_pos,at,6.210576057434082,google,False,False
186,186,10,13,parties,continuation,that_no-gap_pos,parties,14.02052116394043,google,False,False
187,187,10,15,.,End,that_no-gap_pos,.,1.4853458404541016,google,False,False
188,188,10,16,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
189,189,11,0,I,prefix,that_no-gap_pos,I,0.0,google,False,False
190,190,11,1,wonder,prefix,that_no-gap_pos,wonder,16.054655075073242,google,False,False
191,191,11,2,if,that,that_no-gap_pos,if,3.210862398147583,google,False,False
192,192,11,3,the,subject,that_no-gap_pos,the,6.058010578155518,google,False,False
193,193,11,4,vagrant,subject,that_no-gap_pos,vagrant,21.177532196044922,google,False,False
194,194,11,5,under,subject,that_no-gap_pos,under,12.272564888000488,google,False,False
195,195,11,6,the,subject,that_no-gap_pos,the,2.0660362243652344,google,False,False
196,196,11,7,bridge,subject,that_no-gap_pos,bridge,4.199638366699219,google,False,False
197,197,11,8,has,paux,that_no-gap_pos,has,4.7015581130981445,google,False,False
198,198,11,9,been,verb,that_no-gap_pos,been,2.9942662715911865,google,False,False
199,199,11,10,a,object,that_no-gap_pos,a,5.118935108184815,google,False,False
200,200,11,11,problem,object,that_no-gap_pos,problem,8.317728042602539,google,False,False
201,201,11,12,at,continuation,that_no-gap_pos,at,4.993215084075928,google,False,False
202,202,11,13,night,continuation,that_no-gap_pos,night,6.748186111450195,google,False,False
203,203,11,15,.,End,that_no-gap_pos,.,0.9102813601493835,google,False,False
204,204,11,16,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
205,205,12,0,I,prefix,that_no-gap_pos,I,0.0,google,False,False
206,206,12,1,wonder,prefix,that_no-gap_pos,wonder,16.054655075073242,google,False,False
207,207,12,2,if,that,that_no-gap_pos,if,3.210862398147583,google,False,False
208,208,12,3,the,subject,that_no-gap_pos,the,6.058010578155518,google,False,False
209,209,12,4,doctor,subject,that_no-gap_pos,doctor,8.8356294631958,google,False,False
210,210,12,5,in,subject,that_no-gap_pos,in,5.909177303314209,google,False,False
211,211,12,6,the,subject,that_no-gap_pos,the,2.3802623748779297,google,False,False
212,212,12,7,room,subject,that_no-gap_pos,room,3.160210371017456,google,False,False
213,213,12,8,has,paux,that_no-gap_pos,has,5.263069152832031,google,False,False
214,214,12,9,taken,verb,that_no-gap_pos,taken,7.0647406578063965,google,False,False
215,215,12,10,a,object,that_no-gap_pos,a,2.6246426105499268,google,False,False
216,216,12,11,moment,object,that_no-gap_pos,moment,6.950253009796143,google,False,False
217,217,12,12,to,continuation,that_no-gap_pos,to,0.13478165864944458,google,False,False
218,218,12,13,decide,continuation,that_no-gap_pos,decide,8.728165626525879,google,False,False
219,219,12,15,.,End,that_no-gap_pos,.,4.818819522857666,google,False,False
220,220,12,16,<eos>,End,that_no-gap_pos,<eos>,0.0,google,False,True
221,221,0,0,I,prefix,that_gap_pos,I,0.0,google,False,False
222,222,0,1,wonder,prefix,that_gap_pos,wonder,16.054655075073242,google,False,False
223,223,0,2,if,that,that_gap_pos,if,3.210862398147583,google,False,False
224,224,0,3,the,subject,that_gap_pos,the,6.058010578155518,google,False,False
225,225,0,4,owner,subject,that_gap_pos,owner,10.684738159179688,google,False,False
226,226,0,5,of,subject,that_gap_pos,of,1.1631419658660889,google,False,False
227,227,0,6,the,subject,that_gap_pos,the,1.633616328239441,google,False,False
228,228,0,7,truck,subject,that_gap_pos,truck,9.905752182006836,google,False,False
229,229,0,8,has,paux,that_gap_pos,has,5.237578392028809,google,False,False
230,230,0,9,driven,verb,that_gap_pos,driven,10.437908172607422,google,False,False
231,231,0,10,at,verb,that_gap_pos,at,5.988848686218263,google,False,False
232,232,0,11,during,continuation,that_gap_pos,during,18.33721160888672,google,False,False
233,233,0,12,the,continuation,that_gap_pos,the,1.4004337787628174,google,False,False
234,234,0,13,race,continuation,that_gap_pos,race,8.44707202911377,google,False,False
235,235,0,15,.,End,that_gap_pos,.,1.4003199338912964,google,False,False
236,236,0,16,<eos>,End,that_gap_pos,<eos>,0.0,google,False,True
237,237,1,0,I,prefix,that_gap_pos,I,0.0,google,False,False
238,238,1,1,wonder,prefix,that_gap_pos,wonder,16.054655075073242,google,False,False
239,239,1,2,if,that,that_gap_pos,if,3.210862398147583,google,False,False
240,240,1,3,the,subject,that_gap_pos,the,6.058010578155518,google,False,False
241,241,1,4,crate,subject,that_gap_pos,crate,22.25978660583496,google,False,False
242,242,1,5,under,subject,that_gap_pos,under,10.918586730957033,google,False,False
243,243,1,6,the,subject,that_gap_pos,the,2.2758452892303467,google,False,False
244,244,1,7,silo,subject,that_gap_pos,silo,20.346174240112305,google,False,False
245,245,1,8,has,paux,that_gap_pos,has,5.155949115753174,google,False,False
246,246,1,9,weighed,verb,that_gap_pos,weighed,14.89749240875244,google,False,False
247,247,1,10,during,continuation,that_gap_pos,during,12.67878246307373,google,False,False
248,248,1,11,the,continuation,that_gap_pos,the,0.9135820865631104,google,False,False
249,249,1,12,week,continuation,that_gap_pos,week,5.328160762786865,google,False,False
250,250,1,14,.,End,that_gap_pos,.,1.5181905031204224,google,False,False
251,251,1,15,<eos>,End,that_gap_pos,<eos>,0.0,google,False,True
252,252,2,0,I,prefix,that_gap_pos,I,0.0,google,False,False
253,253,2,1,wonder,prefix,that_gap_pos,wonder,16.054655075073242,google,False,False
254,254,2,2,if,that,that_gap_pos,if,3.210862398147583,google,False,False
255,255,2,3,the,subject,that_gap_pos,the,6.058010578155518,google,False,False
256,256,2,4,boat,subject,that_gap_pos,boat,15.093501091003418,google,False,False
257,257,2,5,at,subject,that_gap_pos,at,8.177297592163086,google,False,False
258,258,2,6,the,subject,that_gap_pos,the,1.8148856163024905,google,False,False
259,259,2,7,marina,subject,that_gap_pos,marina,5.74208402633667,google,False,False
260,260,2,8,has,paux,that_gap_pos,has,4.19038724899292,google,False,False
261,261,2,9,cost,verb,that_gap_pos,cost,11.411667823791506,google,False,False
262,262,2,10,over,continuation,that_gap_pos,over,8.463763236999513,google,False,False
263,263,2,11,the,continuation,that_gap_pos,the,4.5618252754211435,google,False,False
264,264,2,12,weekend,continuation,that_gap_pos,weekend,8.420241355895996,google,False,False
265,265,2,14,.,End,that_gap_pos,.,1.766319751739502,google,False,False
266,266,2,15,<eos>,End,that_gap_pos,<eos>,0.0,google,False,True
267,267,3,0,I,prefix,that_gap_pos,I,0.0,google,False,False
268,268,3,1,wonder,prefix,that_gap_pos,wonder,16.054655075073242,google,False,False
269,269,3,2,if,that,that_gap_pos,if,3.210862398147583,google,False,False
270,270,3,3,the,subject,that_gap_pos,the,6.058010578155518,google,False,False
271,271,3,4,house,subject,that_gap_pos,house,11.208669662475586,google,False,False
272,272,3,5,at,subject,that_gap_pos,at,7.33629560470581,google,False,False
273,273,3,6,the,subject,that_gap_pos,the,2.1695830821990967,google,False,False
274,274,3,7,end,subject,that_gap_pos,end,2.348196029663086,google,False,False
275,275,3,8,of,subject,that_gap_pos,of,0.09390175342559813,google,False,False
276,276,3,9,the,subject,that_gap_pos,the,0.9030675888061525,google,False,False
277,277,3,10,street,subject,that_gap_pos,street,1.8609110116958616,google,False,False
278,278,3,11,has,paux,that_gap_pos,has,4.194037437438965,google,False,False
279,279,3,12,suffered,verb,that_gap_pos,suffered,9.579258918762207,google,False,False
280,280,3,13,during,continuation,that_gap_pos,during,11.487570762634276,google,False,False
281,281,3,14,the,continuation,that_gap_pos,the,0.800750195980072,google,False,False
282,282,3,15,storm,continuation,that_gap_pos,storm,7.378490447998048,google,False,False
283,283,3,17,.,End,that_gap_pos,.,0.9337169528007508,google,False,False
284,284,3,18,<eos>,End,that_gap_pos,<eos>,0.0,google,False,True
285,285,4,0,I,prefix,that_gap_pos,I,0.0,google,False,False
286,286,4,1,wonder,prefix,that_gap_pos,wonder,16.054655075073242,google,False,False
287,287,4,2,if,that,that_gap_pos,if,3.210862398147583,google,False,False
288,288,4,3,the,subject,that_gap_pos,the,6.058010578155518,google,False,False
289,289,4,4,engine,subject,that_gap_pos,engine,13.87271499633789,google,False,False
290,290,4,5,of,subject,that_gap_pos,of,2.984302520751953,google,False,False
291,291,4,6,the,subject,that_gap_pos,the,1.9303184747695925,google,False,False
292,292,4,7,car,subject,that_gap_pos,car,2.661241054534912,google,False,False
293,293,4,8,has,paux,that_gap_pos,has,4.561663627624512,google,False,False
294,294,4,9,become,verb,that_gap_pos,become,7.0306077003479,google,False,False
295,295,4,10,on,continuation,that_gap_pos,on,11.1231050491333,google,False,False
296,296,4,11,the,continuation,that_gap_pos,the,2.182624340057373,google,False,False
297,297,4,12,trip,continuation,that_gap_pos,trip,11.933192253112793,google,False,False
298,298,4,14,.,End,that_gap_pos,.,2.169313907623291,google,False,False
299,299,4,15,<eos>,End,that_gap_pos,<eos>,0.0,google,False,True
300,300,5,0,I,prefix,that_gap_pos,I,0.0,google,False,False
301,301,5,1,wonder,prefix,that_gap_pos,wonder,16.054655075073242,google,False,False
302,302,5,2,if,that,that_gap_pos,if,3.210862398147583,google,False,False
303,303,5,3,the,subject,that_gap_pos,the,6.058010578155518,google,False,False
304,304,5,4,owner,subject,that_gap_pos,owner,10.684738159179688,google,False,False
305,305,5,5,of,subject,that_gap_pos,of,1.1631419658660889,google,False,False
306,306,5,6,the,subject,that_gap_pos,the,1.633616328239441,google,False,False
307,307,5,7,house,subject,that_gap_pos,house,4.672565460205078,google,False,False
308,308,5,8,has,paux,that_gap_pos,has,4.632596492767334,google,False,False
309,309,5,9,wasted,verb,that_gap_pos,wasted,13.887340545654295,google,False,False
310,310,5,10,over,continuation,that_gap_pos,over,10.111631393432617,google,False,False
311,311,5,11,the,continuation,that_gap_pos,the,7.0946083068847665,google,False,False
312,312,5,12,years,continuation,that_gap_pos,years,2.925008535385132,google,False,False
313,313,5,14,.,End,that_gap_pos,.,5.41038990020752,google,False,False
314,314,5,15,<eos>,End,that_gap_pos,<eos>,0.0,google,False,True
315,315,6,0,I,prefix,that_gap_pos,I,0.0,google,False,False
316,316,6,1,wonder,prefix,that_gap_pos,wonder,16.054655075073242,google,False,False
317,317,6,2,if,that,that_gap_pos,if,3.210862398147583,google,False,False
318,318,6,3,the,subject,that_gap_pos,the,6.058010578155518,google,False,False
319,319,6,4,window,subject,that_gap_pos,window,13.648180961608887,google,False,False
320,320,6,5,of,subject,that_gap_pos,of,2.9206905364990234,google,False,False
321,321,6,6,the,subject,that_gap_pos,the,11.09883975982666,google,False,False
322,322,6,7,den,subject,that_gap_pos,den,14.344285011291506,google,False,False
323,323,6,8,has,paux,that_gap_pos,has,4.03667688369751,google,False,False
324,324,6,9,been,verb,that_gap_pos,been,2.099739789962769,google,False,False
325,325,6,10,over,continuation,that_gap_pos,over,15.78923511505127,google,False,False
326,326,6,11,the,continuation,that_gap_pos,the,2.7965476512908936,google,False,False
327,327,6,12,years,continuation,that_gap_pos,years,3.695873737335205,google,False,False
328,328,6,14,.,End,that_gap_pos,.,0.9576644897460938,google,False,False
329,329,6,15,<eos>,End,that_gap_pos,<eos>,0.0,google,False,True
330,330,7,0,I,prefix,that_gap_pos,I,0.0,google,False,False
331,331,7,1,wonder,prefix,that_gap_pos,wonder,16.054655075073242,google,False,False
332,332,7,2,if,that,that_gap_pos,if,3.210862398147583,google,False,False
333,333,7,3,the,subject,that_gap_pos,the,6.058010578155518,google,False,False
334,334,7,4,snow,subject,that_gap_pos,snow,13.38391399383545,google,False,False
335,335,7,5,on,subject,that_gap_pos,on,5.5333251953125,google,False,False
336,336,7,6,the,subject,that_gap_pos,the,1.0910677909851074,google,False,False
337,337,7,7,roof,subject,that_gap_pos,roof,3.12195086479187,google,False,False
338,338,7,8,has,paux,that_gap_pos,has,5.185227870941162,google,False,False
339,339,7,9,been,verb,that_gap_pos,been,2.782439708709717,google,False,False
340,340,7,10,by,continuation,that_gap_pos,by,11.846237182617188,google,False,False
341,341,7,11,tomorrow,continuation,that_gap_pos,tomorrow,13.704030990600586,google,False,False
342,342,7,13,.,End,that_gap_pos,.,2.153167724609375,google,False,False
343,343,7,14,<eos>,End,that_gap_pos,<eos>,0.0,google,False,True
344,344,8,0,I,prefix,that_gap_pos,I,0.0,google,False,False
345,345,8,1,wonder,prefix,that_gap_pos,wonder,16.054655075073242,google,False,False
346,346,8,2,if,that,that_gap_pos,if,3.210862398147583,google,False,False
347,347,8,3,the,subject,that_gap_pos,the,6.058010578155518,google,False,False
348,348,8,4,ice,subject,that_gap_pos,ice,13.549029350280762,google,False,False
349,349,8,5,on,subject,that_gap_pos,on,6.253928184509277,google,False,False
350,350,8,6,the,subject,that_gap_pos,the,1.9272682666778564,google,False,False
351,351,8,7,lake,subject,that_gap_pos,lake,9.680806159973145,google,False,False
352,352,8,8,has,paux,that_gap_pos,has,4.159852027893066,google,False,False
353,353,8,9,been,verb,that_gap_pos,been,1.9216501712799072,google,False,False
354,354,8,10,over,continuation,that_gap_pos,over,12.01347827911377,google,False,False
