	sent_index	word_index	word	region	condition
76	4	3	the	subject	that_no-gap_pos
77	4	4	engine	subject	that_no-gap_pos
78	4	5	of	subject	that_no-gap_pos
79	4	6	the	subject	that_no-gap_pos
80	4	7	car	subject	that_no-gap_pos
81	4	8	has	paux	that_no-gap_pos
82	4	9	become	verb	that_no-gap_pos
83	4	10	overheated	object	that_no-gap_pos
84	4	11	on	continuation	that_no-gap_pos
85	4	12	the	continuation	that_no-gap_pos
86	4	13	trip	continuation	that_no-gap_pos
87	4	15	.	End	that_no-gap_pos
88	4	16	<eos>	End	that_no-gap_pos
89	5	0	I	prefix	that_no-gap_pos
90	5	1	wonder	prefix	that_no-gap_pos
91	5	2	if	that	that_no-gap_pos
92	5	3	the	subject	that_no-gap_pos
93	5	4	owner	subject	that_no-gap_pos
94	5	5	of	subject	that_no-gap_pos
95	5	6	the	subject	that_no-gap_pos
96	5	7	house	subject	that_no-gap_pos
97	5	8	has	paux	that_no-gap_pos
98	5	9	wasted	verb	that_no-gap_pos
99	5	10	their	object	that_no-gap_pos
100	5	11	money	object	that_no-gap_pos
101	5	12	over	continuation	that_no-gap_pos
102	5	13	the	continuation	that_no-gap_pos
103	5	14	years	continuation	that_no-gap_pos
104	5	16	.	End	that_no-gap_pos
105	5	17	<eos>	End	that_no-gap_pos
106	6	0	I	prefix	that_no-gap_pos
107	6	1	wonder	prefix	that_no-gap_pos
108	6	2	if	that	that_no-gap_pos
109	6	3	the	subject	that_no-gap_pos
110	6	4	window	subject	that_no-gap_pos
111	6	5	of	subject	that_no-gap_pos
112	6	6	the	subject	that_no-gap_pos
113	6	7	den	subject	that_no-gap_pos
114	6	8	has	paux	that_no-gap_pos
115	6	9	been	verb	that_no-gap_pos
116	6	10	the	object	that_no-gap_pos
117	6	11	same	object	that_no-gap_pos
118	6	12	over	continuation	that_no-gap_pos
119	6	13	the	continuation	that_no-gap_pos
120	6	14	years	continuation	that_no-gap_pos
121	6	16	.	End	that_no-gap_pos
122	6	17	<eos>	End	that_no-gap_pos
123	7	0	I	prefix	that_no-gap_pos
124	7	1	wonder	prefix	that_no-gap_pos
125	7	2	if	that	that_no-gap_pos
126	7	3	the	subject	that_no-gap_pos
127	7	4	snow	subject	that_no-gap_pos
128	7	5	on	subject	that_no-gap_pos
129	7	6	the	subject	that_no-gap_pos
130	7	7	roof	subject	that_no-gap_pos
131	7	8	has	paux	that_no-gap_pos
132	7	9	been	verb	that_no-gap_pos
133	7	10	a	object	that_no-gap_pos
134	7	11	problem	object	that_no-gap_pos
135	7	12	by	continuation	that_no-gap_pos
136	7	13	tomorrow	continuation	that_no-gap_pos
137	7	15	.	End	that_no-gap_pos
138	7	16	<eos>	End	that_no-gap_pos
139	8	0	I	prefix	that_no-gap_pos
140	8	1	wonder	prefix	that_no-gap_pos
141	8	2	if	that	that_no-gap_pos
142	8	3	the	subject	that_no-gap_pos
143	8	4	ice	subject	that_no-gap_pos
144	8	5	on	subject	that_no-gap_pos
145	8	6	the	subject	that_no-gap_pos
146	8	7	lake	subject	that_no-gap_pos
147	8	8	has	paux	that_no-gap_pos
148	8	9	been	verb	that_no-gap_pos
149	8	10	a	object	that_no-gap_pos
150	8	11	surprise	object	that_no-gap_pos
151	8	12	over	continuation	that_no-gap_pos
152	8	13	the	continuation	that_no-gap_pos
153	8	14	winter	continuation	that_no-gap_pos
154	8	16	.	End	that_no-gap_pos
155	8	17	<eos>	End	that_no-gap_pos
156	9	0	I	prefix	that_no-gap_pos
157	9	1	wonder	prefix	that_no-gap_pos
158	9	2	if	that	that_no-gap_pos
159	9	3	the	subject	that_no-gap_pos
160	9	4	stereo	subject	that_no-gap_pos
161	9	5	in	subject	that_no-gap_pos
162	9	6	the	subject	that_no-gap_pos
163	9	7	basement	subject	that_no-gap_pos
164	9	8	has	paux	that_no-gap_pos
165	9	9	been	verb	that_no-gap_pos
166	9	10	a	object	that_no-gap_pos
167	9	11	nuisance	object	that_no-gap_pos
168	9	12	for	continuation	that_no-gap_pos
169	9	13	the	continuation	that_no-gap_pos
170	9	14	adults	continuation	that_no-gap_pos
171	9	16	.	End	that_no-gap_pos
172	9	17	<eos>	End	that_no-gap_pos
173	10	0	I	prefix	that_no-gap_pos
174	10	1	wonder	prefix	that_no-gap_pos
175	10	2	if	that	that_no-gap_pos
176	10	3	the	subject	that_no-gap_pos
177	10	4	icing	subject	that_no-gap_pos
178	10	5	on	subject	that_no-gap_pos
179	10	6	the	subject	that_no-gap_pos
180	10	7	cake	subject	that_no-gap_pos
181	10	8	has	paux	that_no-gap_pos
182	10	9	been	verb	that_no-gap_pos
183	10	10	a	object	that_no-gap_pos
184	10	11	success	object	that_no-gap_pos
185	10	12	at	continuation	that_no-gap_pos
186	10	13	parties	continuation	that_no-gap_pos
187	10	15	.	End	that_no-gap_pos
188	10	16	<eos>	End	that_no-gap_pos
189	11	0	I	prefix	that_no-gap_pos
190	11	1	wonder	prefix	that_no-gap_pos
191	11	2	if	that	that_no-gap_pos
192	11	3	the	subject	that_no-gap_pos
193	11	4	vagrant	subject	that_no-gap_pos
194	11	5	under	subject	that_no-gap_pos
195	11	6	the	subject	that_no-gap_pos
196	11	7	bridge	subject	that_no-gap_pos
197	11	8	has	paux	that_no-gap_pos
198	11	9	been	verb	that_no-gap_pos
199	11	10	a	object	that_no-gap_pos
200	11	11	problem	object	that_no-gap_pos
201	11	12	at	continuation	that_no-gap_pos
202	11	13	night	continuation	that_no-gap_pos
203	11	15	.	End	that_no-gap_pos
204	11	16	<eos>	End	that_no-gap_pos
205	12	0	I	prefix	that_no-gap_pos
206	12	1	wonder	prefix	that_no-gap_pos
207	12	2	if	that	that_no-gap_pos
208	12	3	the	subject	that_no-gap_pos
209	12	4	doctor	subject	that_no-gap_pos
210	12	5	in	subject	that_no-gap_pos
211	12	6	the	subject	that_no-gap_pos
212	12	7	room	subject	that_no-gap_pos
213	12	8	has	paux	that_no-gap_pos
214	12	9	taken	verb	that_no-gap_pos
215	12	10	a	object	that_no-gap_pos
216	12	11	moment	object	that_no-gap_pos
217	12	12	to	continuation	that_no-gap_pos
218	12	13	decide	continuation	that_no-gap_pos
219	12	15	.	End	that_no-gap_pos
220	12	16	<eos>	End	that_no-gap_pos
221	0	0	I	prefix	that_gap_pos
222	0	1	wonder	prefix	that_gap_pos
223	0	2	if	that	that_gap_pos
224	0	3	the	subject	that_gap_pos
225	0	4	owner	subject	that_gap_pos
226	0	5	of	subject	that_gap_pos
227	0	6	the	subject	that_gap_pos
228	0	7	truck	subject	that_gap_pos
229	0	8	has	paux	that_gap_pos
230	0	9	driven	verb	that_gap_pos
231	0	10	at	verb	that_gap_pos
232	0	11	during	continuation	that_gap_pos
233	0	12	the	continuation	that_gap_pos
234	0	13	race	continuation	that_gap_pos
235	0	15	.	End	that_gap_pos
236	0	16	<eos>	End	that_gap_pos
237	1	0	I	prefix	that_gap_pos
238	1	1	wonder	prefix	that_gap_pos
239	1	2	if	that	that_gap_pos
240	1	3	the	subject	that_gap_pos
241	1	4	crate	subject	that_gap_pos
242	1	5	under	subject	that_gap_pos
243	1	6	the	subject	that_gap_pos
244	1	7	silo	subject	that_gap_pos
245	1	8	has	paux	that_gap_pos
246	1	9	weighed	verb	that_gap_pos
247	1	10	during	continuation	that_gap_pos
248	1	11	the	continuation	that_gap_pos
249	1	12	week	continuation	that_gap_pos
250	1	14	.	End	that_gap_pos
251	1	15	<eos>	End	that_gap_pos
252	2	0	I	prefix	that_gap_pos
253	2	1	wonder	prefix	that_gap_pos
254	2	2	if	that	that_gap_pos
255	2	3	the	subject	that_gap_pos
256	2	4	boat	subject	that_gap_pos
257	2	5	at	subject	that_gap_pos
258	2	6	the	subject	that_gap_pos
259	2	7	marina	subject	that_gap_pos
260	2	8	has	paux	that_gap_pos
261	2	9	cost	verb	that_gap_pos
262	2	10	over	continuation	that_gap_pos
263	2	11	the	continuation	that_gap_pos
264	2	12	weekend	continuation	that_gap_pos
265	2	14	.	End	that_gap_pos
266	2	15	<eos>	End	that_gap_pos
267	3	0	I	prefix	that_gap_pos
268	3	1	wonder	prefix	that_gap_pos
269	3	2	if	that	that_gap_pos
270	3	3	the	subject	that_gap_pos
271	3	4	house	subject	that_gap_pos
272	3	5	at	subject	that_gap_pos
273	3	6	the	subject	that_gap_pos
274	3	7	end	subject	that_gap_pos
275	3	8	of	subject	that_gap_pos
276	3	9	the	subject	that_gap_pos
277	3	10	street	subject	that_gap_pos
278	3	11	has	paux	that_gap_pos
279	3	12	suffered	verb	that_gap_pos
280	3	13	during	continuation	that_gap_pos
281	3	14	the	continuation	that_gap_pos
282	3	15	storm	continuation	that_gap_pos
283	3	17	.	End	that_gap_pos
284	3	18	<eos>	End	that_gap_pos
285	4	0	I	prefix	that_gap_pos
286	4	1	wonder	prefix	that_gap_pos
287	4	2	if	that	that_gap_pos
288	4	3	the	subject	that_gap_pos
289	4	4	engine	subject	that_gap_pos
290	4	5	of	subject	that_gap_pos
291	4	6	the	subject	that_gap_pos
292	4	7	car	subject	that_gap_pos
293	4	8	has	paux	that_gap_pos
294	4	9	become	verb	that_gap_pos
295	4	10	on	continuation	that_gap_pos
296	4	11	the	continuation	that_gap_pos
297	4	12	trip	continuation	that_gap_pos
298	4	14	.	End	that_gap_pos
299	4	15	<eos>	End	that_gap_pos
300	5	0	I	prefix	that_gap_pos
301	5	1	wonder	prefix	that_gap_pos
302	5	2	if	that	that_gap_pos
303	5	3	the	subject	that_gap_pos
304	5	4	owner	subject	that_gap_pos
305	5	5	of	subject	that_gap_pos
306	5	6	the	subject	that_gap_pos
307	5	7	house	subject	that_gap_pos
308	5	8	has	paux	that_gap_pos
309	5	9	wasted	verb	that_gap_pos
310	5	10	over	continuation	that_gap_pos
311	5	11	the	continuation	that_gap_pos
312	5	12	years	continuation	that_gap_pos
313	5	14	.	End	that_gap_pos
314	5	15	<eos>	End	that_gap_pos
315	6	0	I	prefix	that_gap_pos
316	6	1	wonder	prefix	that_gap_pos
317	6	2	if	that	that_gap_pos
318	6	3	the	subject	that_gap_pos
319	6	4	window	subject	that_gap_pos
320	6	5	of	subject	that_gap_pos
321	6	6	the	subject	that_gap_pos
322	6	7	den	subject	that_gap_pos
323	6	8	has	paux	that_gap_pos
324	6	9	been	verb	that_gap_pos
325	6	10	over	continuation	that_gap_pos
326	6	11	the	continuation	that_gap_pos
327	6	12	years	continuation	that_gap_pos
328	6	14	.	End	that_gap_pos
329	6	15	<eos>	End	that_gap_pos
330	7	0	I	prefix	that_gap_pos
331	7	1	wonder	prefix	that_gap_pos
332	7	2	if	that	that_gap_pos
333	7	3	the	subject	that_gap_pos
334	7	4	snow	subject	that_gap_pos
335	7	5	on	subject	that_gap_pos
336	7	6	the	subject	that_gap_pos
337	7	7	roof	subject	that_gap_pos
338	7	8	has	paux	that_gap_pos
339	7	9	been	verb	that_gap_pos
340	7	10	by	continuation	that_gap_pos
341	7	11	tomorrow	continuation	that_gap_pos
342	7	13	.	End	that_gap_pos
343	7	14	<eos>	End	that_gap_pos
344	8	0	I	prefix	that_gap_pos
345	8	1	wonder	prefix	that_gap_pos
346	8	2	if	that	that_gap_pos
347	8	3	the	subject	that_gap_pos
348	8	4	ice	subject	that_gap_pos
349	8	5	on	subject	that_gap_pos
350	8	6	the	subject	that_gap_pos
351	8	7	lake	subject	that_gap_pos
352	8	8	has	paux	that_gap_pos
353	8	9	been	verb	that_gap_pos
354	8	10	over	continuation	that_gap_pos
355	8	11	the	continuation	that_gap_pos
356	8	12	winter	continuation	that_gap_pos
357	8	14	.	End	that_gap_pos
358	8	15	<eos>	End	that_gap_pos
359	9	0	I	prefix	that_gap_pos
360	9	1	wonder	prefix	that_gap_pos
361	9	2	if	that	that_gap_pos
362	9	3	the	subject	that_gap_pos
363	9	4	stereo	subject	that_gap_pos
364	9	5	in	subject	that_gap_pos
365	9	6	the	subject	that_gap_pos
366	9	7	basement	subject	that_gap_pos
367	9	8	has	paux	that_gap_pos
368	9	9	been	verb	that_gap_pos
369	9	10	for	continuation	that_gap_pos
370	9	11	the	continuation	that_gap_pos
371	9	12	adults	continuation	that_gap_pos
372	9	14	.	End	that_gap_pos
373	9	15	<eos>	End	that_gap_pos
374	10	0	I	prefix	that_gap_pos
375	10	1	wonder	prefix	that_gap_pos
376	10	2	if	that	that_gap_pos
377	10	3	the	subject	that_gap_pos
378	10	4	icing	subject	that_gap_pos
379	10	5	on	subject	that_gap_pos
380	10	6	the	subject	that_gap_pos
381	10	7	cake	subject	that_gap_pos
382	10	8	has	paux	that_gap_pos
383	10	9	been	verb	that_gap_pos
384	10	10	at	continuation	that_gap_pos
385	10	11	parties	continuation	that_gap_pos
386	10	13	.	End	that_gap_pos
387	10	14	<eos>	End	that_gap_pos
388	11	0	I	prefix	that_gap_pos
389	11	1	wonder	prefix	that_gap_pos
390	11	2	if	that	that_gap_pos
391	11	3	the	subject	that_gap_pos
392	11	4	vagrant	subject	that_gap_pos
393	11	5	under	subject	that_gap_pos
394	11	6	the	subject	that_gap_pos
395	11	7	bridge	subject	that_gap_pos
396	11	8	has	paux	that_gap_pos
397	11	9	been	verb	that_gap_pos
398	11	10	at	continuation	that_gap_pos
399	11	11	night	continuation	that_gap_pos
400	11	13	.	End	that_gap_pos
401	11	14	<eos>	End	that_gap_pos
402	12	0	I	prefix	that_gap_pos
403	12	1	wonder	prefix	that_gap_pos
404	12	2	if	that	that_gap_pos
405	12	3	the	subject	that_gap_pos
406	12	4	doctor	subject	that_gap_pos
407	12	5	in	subject	that_gap_pos
408	12	6	the	subject	that_gap_pos
409	12	7	room	subject	that_gap_pos
410	12	8	has	paux	that_gap_pos
411	12	9	taken	verb	that_gap_pos
412	12	10	to	continuation	that_gap_pos
413	12	11	decide	continuation	that_gap_pos
414	12	13	.	End	that_gap_pos
415	12	14	<eos>	End	that_gap_pos
416	0	0	I	prefix	what_no-gap_pos
417	0	1	wonder	prefix	what_no-gap_pos
418	0	2	how	what	what_no-gap_pos
419	0	3	fast	what	what_no-gap_pos
420	0	4	the	subject	what_no-gap_pos
421	0	5	owner	subject	what_no-gap_pos
422	0	6	of	subject	what_no-gap_pos
423	0	7	the	subject	what_no-gap_pos
424	0	8	truck	subject	what_no-gap_pos
425	0	9	has	paux	what_no-gap_pos
426	0	10	driven	verb	what_no-gap_pos
427	0	11	at	verb	what_no-gap_pos
428	0	12	this	object	what_no-gap_pos
429	0	13	speed	object	what_no-gap_pos
430	0	14	during	continuation	what_no-gap_pos
431	0	15	the	continuation	what_no-gap_pos
432	0	16	race	continuation	what_no-gap_pos
433	0	18	.	End	what_no-gap_pos
434	0	19	<eos>	End	what_no-gap_pos
435	1	0	I	prefix	what_no-gap_pos
436	1	1	wonder	prefix	what_no-gap_pos
437	1	2	how	what	what_no-gap_pos
438	1	3	much	what	what_no-gap_pos
439	1	4	the	subject	what_no-gap_pos
440	1	5	crate	subject	what_no-gap_pos
441	1	6	under	subject	what_no-gap_pos
442	1	7	the	subject	what_no-gap_pos
443	1	8	silo	subject	what_no-gap_pos
444	1	9	has	paux	what_no-gap_pos
445	1	10	weighed	verb	what_no-gap_pos
446	1	11	a	object	what_no-gap_pos
447	1	12	ton	object	what_no-gap_pos
448	1	13	during	continuation	what_no-gap_pos
449	1	14	the	continuation	what_no-gap_pos
450	1	15	week	continuation	what_no-gap_pos
451	1	17	.	End	what_no-gap_pos
452	1	18	<eos>	End	what_no-gap_pos
453	2	0	I	prefix	what_no-gap_pos
454	2	1	wonder	prefix	what_no-gap_pos
455	2	2	how	what	what_no-gap_pos
456	2	3	much	what	what_no-gap_pos
457	2	4	money	what	what_no-gap_pos
458	2	5	the	subject	what_no-gap_pos
459	2	6	boat	subject	what_no-gap_pos
460	2	7	at	subject	what_no-gap_pos
461	2	8	the	subject	what_no-gap_pos
462	2	9	marina	subject	what_no-gap_pos
463	2	10	has	paux	what_no-gap_pos
464	2	11	cost	verb	what_no-gap_pos
465	2	12	ten	object	what_no-gap_pos
466	2	13	grand	object	what_no-gap_pos
467	2	14	over	continuation	what_no-gap_pos
468	2	15	the	continuation	what_no-gap_pos
469	2	16	weekend	continuation	what_no-gap_pos
470	2	18	.	End	what_no-gap_pos
471	2	19	<eos>	End	what_no-gap_pos
472	3	0	I	prefix	what_no-gap_pos
473	3	1	wonder	prefix	what_no-gap_pos
474	3	2	how	what	what_no-gap_pos
475	3	3	much	what	what_no-gap_pos
476	3	4	damage	what	what_no-gap_pos
477	3	5	the	subject	what_no-gap_pos
478	3	6	house	subject	what_no-gap_pos
479	3	7	at	subject	what_no-gap_pos
480	3	8	the	subject	what_no-gap_pos
481	3	9	end	subject	what_no-gap_pos
482	3	10	of	subject	what_no-gap_pos
483	3	11	the	subject	what_no-gap_pos
484	3	12	street	subject	what_no-gap_pos
485	3	13	has	paux	what_no-gap_pos
486	3	14	suffered	verb	what_no-gap_pos
487	3	15	a	object	what_no-gap_pos
488	3	16	direct	object	what_no-gap_pos
489	3	17	hit	object	what_no-gap_pos
490	3	18	during	continuation	what_no-gap_pos
491	3	19	the	continuation	what_no-gap_pos
492	3	20	storm	continuation	what_no-gap_pos
493	3	22	.	End	what_no-gap_pos
494	3	23	<eos>	End	what_no-gap_pos
495	4	0	I	prefix	what_no-gap_pos
496	4	1	wonder	prefix	what_no-gap_pos
497	4	2	how	what	what_no-gap_pos
498	4	3	hot	what	what_no-gap_pos
499	4	4	the	subject	what_no-gap_pos
500	4	5	engine	subject	what_no-gap_pos
501	4	6	of	subject	what_no-gap_pos
502	4	7	the	subject	what_no-gap_pos
503	4	8	car	subject	what_no-gap_pos
504	4	9	has	paux	what_no-gap_pos
505	4	10	become	verb	what_no-gap_pos
506	4	11	overheated	object	what_no-gap_pos
507	4	12	on	continuation	what_no-gap_pos
508	4	13	the	continuation	what_no-gap_pos
509	4	14	trip	continuation	what_no-gap_pos
510	4	16	.	End	what_no-gap_pos
511	4	17	<eos>	End	what_no-gap_pos
512	5	0	I	prefix	what_no-gap_pos
513	5	1	wonder	prefix	what_no-gap_pos
514	5	2	how	what	what_no-gap_pos
515	5	3	much	what	what_no-gap_pos
516	5	4	capital	what	what_no-gap_pos
517	5	5	the	subject	what_no-gap_pos
518	5	6	owner	subject	what_no-gap_pos
519	5	7	of	subject	what_no-gap_pos
520	5	8	the	subject	what_no-gap_pos
521	5	9	house	subject	what_no-gap_pos
522	5	10	has	paux	what_no-gap_pos
523	5	11	wasted	verb	what_no-gap_pos
524	5	12	their	object	what_no-gap_pos
525	5	13	money	object	what_no-gap_pos
526	5	14	over	continuation	what_no-gap_pos
527	5	15	the	continuation	what_no-gap_pos
528	5	16	years	continuation	what_no-gap_pos
529	5	18	.	End	what_no-gap_pos
530	5	19	<eos>	End	what_no-gap_pos
531	6	0	I	prefix	what_no-gap_pos
532	6	1	wonder	prefix	what_no-gap_pos
533	6	2	how	what	what_no-gap_pos
534	6	3	dirty	what	what_no-gap_pos
535	6	4	the	subject	what_no-gap_pos
536	6	5	window	subject	what_no-gap_pos
537	6	6	of	subject	what_no-gap_pos
538	6	7	the	subject	what_no-gap_pos
539	6	8	den	subject	what_no-gap_pos
540	6	9	has	paux	what_no-gap_pos
541	6	10	been	verb	what_no-gap_pos
542	6	11	the	object	what_no-gap_pos
543	6	12	same	object	what_no-gap_pos
544	6	13	over	continuation	what_no-gap_pos
545	6	14	the	continuation	what_no-gap_pos
546	6	15	years	continuation	what_no-gap_pos
547	6	17	.	End	what_no-gap_pos
548	6	18	<eos>	End	what_no-gap_pos
549	7	0	I	prefix	what_no-gap_pos
550	7	1	wonder	prefix	what_no-gap_pos
551	7	2	how	what	what_no-gap_pos
552	7	3	heavy	what	what_no-gap_pos
553	7	4	the	subject	what_no-gap_pos
554	7	5	snow	subject	what_no-gap_pos
555	7	6	on	subject	what_no-gap_pos
556	7	7	the	subject	what_no-gap_pos
557	7	8	roof	subject	what_no-gap_pos
558	7	9	has	paux	what_no-gap_pos
559	7	10	been	verb	what_no-gap_pos
560	7	11	a	object	what_no-gap_pos
561	7	12	problem	object	what_no-gap_pos
562	7	13	by	continuation	what_no-gap_pos
563	7	14	tomorrow	continuation	what_no-gap_pos
564	7	16	.	End	what_no-gap_pos
565	7	17	<eos>	End	what_no-gap_pos
566	8	0	I	prefix	what_no-gap_pos
567	8	1	wonder	prefix	what_no-gap_pos
568	8	2	how	what	what_no-gap_pos
569	8	3	thick	what	what_no-gap_pos
570	8	4	the	subject	what_no-gap_pos
571	8	5	ice	subject	what_no-gap_pos
572	8	6	on	subject	what_no-gap_pos
573	8	7	the	subject	what_no-gap_pos
574	8	8	lake	subject	what_no-gap_pos
575	8	9	has	paux	what_no-gap_pos
576	8	10	been	verb	what_no-gap_pos
577	8	11	a	object	what_no-gap_pos
578	8	12	surprise	object	what_no-gap_pos
579	8	13	over	continuation	what_no-gap_pos
580	8	14	the	continuation	what_no-gap_pos
581	8	15	winter	continuation	what_no-gap_pos
582	8	17	.	End	what_no-gap_pos
583	8	18	<eos>	End	what_no-gap_pos
584	9	0	I	prefix	what_no-gap_pos
585	9	1	wonder	prefix	what_no-gap_pos
586	9	2	how	what	what_no-gap_pos
587	9	3	loud	what	what_no-gap_pos
588	9	4	the	subject	what_no-gap_pos
589	9	5	stereo	subject	what_no-gap_pos
590	9	6	in	subject	what_no-gap_pos
591	9	7	the	subject	what_no-gap_pos
592	9	8	basement	subject	what_no-gap_pos
593	9	9	has	paux	what_no-gap_pos
594	9	10	been	verb	what_no-gap_pos
595	9	11	a	object	what_no-gap_pos
596	9	12	nuisance	object	what_no-gap_pos
597	9	13	for	continuation	what_no-gap_pos
598	9	14	the	continuation	what_no-gap_pos
599	9	15	adults	continuation	what_no-gap_pos
600	9	17	.	End	what_no-gap_pos
601	9	18	<eos>	End	what_no-gap_pos
602	10	0	I	prefix	what_no-gap_pos
603	10	1	wonder	prefix	what_no-gap_pos
604	10	2	how	what	what_no-gap_pos
605	10	3	sweet	what	what_no-gap_pos
606	10	4	the	subject	what_no-gap_pos
607	10	5	icing	subject	what_no-gap_pos
608	10	6	on	subject	what_no-gap_pos
609	10	7	the	subject	what_no-gap_pos
610	10	8	cake	subject	what_no-gap_pos
611	10	9	has	paux	what_no-gap_pos
612	10	10	been	verb	what_no-gap_pos
613	10	11	a	object	what_no-gap_pos
614	10	12	success	object	what_no-gap_pos
615	10	13	at	continuation	what_no-gap_pos
616	10	14	parties	continuation	what_no-gap_pos
617	10	16	.	End	what_no-gap_pos
618	10	17	<eos>	End	what_no-gap_pos
619	11	0	I	prefix	what_no-gap_pos
620	11	1	wonder	prefix	what_no-gap_pos
621	11	2	how	what	what_no-gap_pos
622	11	3	cold	what	what_no-gap_pos
623	11	4	the	subject	what_no-gap_pos
624	11	5	vagrant	subject	what_no-gap_pos
625	11	6	under	subject	what_no-gap_pos
626	11	7	the	subject	what_no-gap_pos
627	11	8	bridge	subject	what_no-gap_pos
628	11	9	has	paux	what_no-gap_pos
629	11	10	been	verb	what_no-gap_pos
630	11	11	a	object	what_no-gap_pos
631	11	12	problem	object	what_no-gap_pos
632	11	13	at	continuation	what_no-gap_pos
633	11	14	night	continuation	what_no-gap_pos
634	11	16	.	End	what_no-gap_pos
635	11	17	<eos>	End	what_no-gap_pos
636	12	0	I	prefix	what_no-gap_pos
637	12	1	wonder	prefix	what_no-gap_pos
638	12	2	how	what	what_no-gap_pos
639	12	3	long	what	what_no-gap_pos
640	12	4	the	subject	what_no-gap_pos
641	12	5	doctor	subject	what_no-gap_pos
642	12	6	in	subject	what_no-gap_pos
643	12	7	the	subject	what_no-gap_pos
644	12	8	room	subject	what_no-gap_pos
645	12	9	has	paux	what_no-gap_pos
646	12	10	taken	verb	what_no-gap_pos
647	12	11	a	object	what_no-gap_pos
648	12	12	moment	object	what_no-gap_pos
649	12	13	to	continuation	what_no-gap_pos
650	12	14	decide	continuation	what_no-gap_pos
651	12	16	.	End	what_no-gap_pos
652	12	17	<eos>	End	what_no-gap_pos
653	0	0	I	prefix	what_gap_pos
654	0	1	wonder	prefix	what_gap_pos
655	0	2	how	what	what_gap_pos
656	0	3	fast	what	what_gap_pos
657	0	4	the	subject	what_gap_pos
658	0	5	owner	subject	what_gap_pos
659	0	6	of	subject	what_gap_pos
660	0	7	the	subject	what_gap_pos
661	0	8	truck	subject	what_gap_pos
662	0	9	has	paux	what_gap_pos
663	0	10	driven	verb	what_gap_pos
664	0	11	at	verb	what_gap_pos
665	0	12	during	continuation	what_gap_pos
