	sent_index	word_index	word	region	condition
63	5	8	lost	continuation	npl_l1_vpl
64	5	10	.	End	npl_l1_vpl
65	5	11	<eos>	End	npl_l1_vpl
66	6	0	It	prefix	npl_l1_vpl
67	6	1	was	prefix	npl_l1_vpl
68	6	2	the	prefix	npl_l1_vpl
69	6	3	neighbors	npl	npl_l1_vpl
70	6	4	who	who	npl_l1_vpl
71	6	5	I	level1	npl_l1_vpl
72	6	6	think	level1	npl_l1_vpl
73	6	7	were	vpl	npl_l1_vpl
74	6	8	angry	continuation	npl_l1_vpl
75	6	10	.	End	npl_l1_vpl
76	6	11	<eos>	End	npl_l1_vpl
77	7	0	It	prefix	npl_l1_vpl
78	7	1	was	prefix	npl_l1_vpl
79	7	2	the	prefix	npl_l1_vpl
80	7	3	teachers	npl	npl_l1_vpl
81	7	4	who	who	npl_l1_vpl
82	7	5	I	level1	npl_l1_vpl
83	7	6	think	level1	npl_l1_vpl
84	7	7	were	vpl	npl_l1_vpl
85	7	8	sick	continuation	npl_l1_vpl
86	7	10	.	End	npl_l1_vpl
87	7	11	<eos>	End	npl_l1_vpl
88	8	0	It	prefix	npl_l1_vpl
89	8	1	was	prefix	npl_l1_vpl
90	8	2	the	prefix	npl_l1_vpl
91	8	3	lawyers	npl	npl_l1_vpl
92	8	4	who	who	npl_l1_vpl
93	8	5	I	level1	npl_l1_vpl
94	8	6	think	level1	npl_l1_vpl
95	8	7	were	vpl	npl_l1_vpl
96	8	8	upset	continuation	npl_l1_vpl
97	8	10	.	End	npl_l1_vpl
98	8	11	<eos>	End	npl_l1_vpl
99	9	0	It	prefix	npl_l1_vpl
100	9	1	was	prefix	npl_l1_vpl
101	9	2	the	prefix	npl_l1_vpl
102	9	3	reporters	npl	npl_l1_vpl
103	9	4	who	who	npl_l1_vpl
104	9	5	I	level1	npl_l1_vpl
105	9	6	think	level1	npl_l1_vpl
106	9	7	were	vpl	npl_l1_vpl
107	9	8	upset	continuation	npl_l1_vpl
108	9	10	.	End	npl_l1_vpl
109	9	11	<eos>	End	npl_l1_vpl
110	10	0	It	prefix	npl_l1_vpl
111	10	1	was	prefix	npl_l1_vpl
112	10	2	the	prefix	npl_l1_vpl
113	10	3	coaches	npl	npl_l1_vpl
114	10	4	who	who	npl_l1_vpl
115	10	5	I	level1	npl_l1_vpl
116	10	6	think	level1	npl_l1_vpl
117	10	7	were	vpl	npl_l1_vpl
118	10	8	upset	continuation	npl_l1_vpl
119	10	10	.	End	npl_l1_vpl
120	10	11	<eos>	End	npl_l1_vpl
121	11	0	It	prefix	npl_l1_vpl
122	11	1	was	prefix	npl_l1_vpl
123	11	2	the	prefix	npl_l1_vpl
124	11	3	customers	npl	npl_l1_vpl
125	11	4	who	who	npl_l1_vpl
126	11	5	I	level1	npl_l1_vpl
127	11	6	think	level1	npl_l1_vpl
128	11	7	were	vpl	npl_l1_vpl
129	11	8	upset	continuation	npl_l1_vpl
130	11	10	.	End	npl_l1_vpl
131	11	11	<eos>	End	npl_l1_vpl
132	12	0	It	prefix	npl_l1_vpl
133	12	1	was	prefix	npl_l1_vpl
134	12	2	the	prefix	npl_l1_vpl
135	12	3	officers	npl	npl_l1_vpl
136	12	4	who	who	npl_l1_vpl
137	12	5	I	level1	npl_l1_vpl
138	12	6	think	level1	npl_l1_vpl
139	12	7	were	vpl	npl_l1_vpl
140	12	8	angry	continuation	npl_l1_vpl
141	12	10	.	End	npl_l1_vpl
142	12	11	<eos>	End	npl_l1_vpl
143	13	0	It	prefix	npl_l1_vpl
144	13	1	was	prefix	npl_l1_vpl
145	13	2	the	prefix	npl_l1_vpl
146	13	3	firemen	npl	npl_l1_vpl
147	13	4	who	who	npl_l1_vpl
148	13	5	I	level1	npl_l1_vpl
149	13	6	think	level1	npl_l1_vpl
150	13	7	were	vpl	npl_l1_vpl
151	13	8	angry	continuation	npl_l1_vpl
152	13	10	.	End	npl_l1_vpl
153	13	11	<eos>	End	npl_l1_vpl
154	14	0	It	prefix	npl_l1_vpl
155	14	1	was	prefix	npl_l1_vpl
156	14	2	the	prefix	npl_l1_vpl
157	14	3	mice	npl	npl_l1_vpl
158	14	4	who	who	npl_l1_vpl
159	14	5	I	level1	npl_l1_vpl
160	14	6	think	level1	npl_l1_vpl
161	14	7	were	vpl	npl_l1_vpl
162	14	8	sick	continuation	npl_l1_vpl
163	14	10	.	End	npl_l1_vpl
164	14	11	<eos>	End	npl_l1_vpl
165	15	0	It	prefix	npl_l1_vpl
166	15	1	was	prefix	npl_l1_vpl
167	15	2	the	prefix	npl_l1_vpl
168	15	3	authors	npl	npl_l1_vpl
169	15	4	who	who	npl_l1_vpl
170	15	5	I	level1	npl_l1_vpl
171	15	6	think	level1	npl_l1_vpl
172	15	7	were	vpl	npl_l1_vpl
173	15	8	upset	continuation	npl_l1_vpl
174	15	10	.	End	npl_l1_vpl
175	15	11	<eos>	End	npl_l1_vpl
176	16	0	It	prefix	npl_l1_vpl
177	16	1	was	prefix	npl_l1_vpl
178	16	2	the	prefix	npl_l1_vpl
179	16	3	nurses	npl	npl_l1_vpl
180	16	4	who	who	npl_l1_vpl
181	16	5	I	level1	npl_l1_vpl
182	16	6	think	level1	npl_l1_vpl
183	16	7	were	vpl	npl_l1_vpl
184	16	8	upset	continuation	npl_l1_vpl
185	16	10	.	End	npl_l1_vpl
186	16	11	<eos>	End	npl_l1_vpl
187	17	0	It	prefix	npl_l1_vpl
188	17	1	was	prefix	npl_l1_vpl
189	17	2	the	prefix	npl_l1_vpl
190	17	3	instructors	npl	npl_l1_vpl
191	17	4	who	who	npl_l1_vpl
192	17	5	I	level1	npl_l1_vpl
193	17	6	think	level1	npl_l1_vpl
194	17	7	were	vpl	npl_l1_vpl
195	17	8	upset	continuation	npl_l1_vpl
196	17	10	.	End	npl_l1_vpl
197	17	11	<eos>	End	npl_l1_vpl
198	18	0	It	prefix	npl_l1_vpl
199	18	1	was	prefix	npl_l1_vpl
200	18	2	the	prefix	npl_l1_vpl
201	18	3	teenagers	npl	npl_l1_vpl
202	18	4	who	who	npl_l1_vpl
203	18	5	I	level1	npl_l1_vpl
204	18	6	think	level1	npl_l1_vpl
205	18	7	were	vpl	npl_l1_vpl
206	18	8	upset	continuation	npl_l1_vpl
207	18	10	.	End	npl_l1_vpl
208	18	11	<eos>	End	npl_l1_vpl
209	19	0	It	prefix	npl_l1_vpl
210	19	1	was	prefix	npl_l1_vpl
211	19	2	the	prefix	npl_l1_vpl
212	19	3	grandparents	npl	npl_l1_vpl
213	19	4	who	who	npl_l1_vpl
214	19	5	I	level1	npl_l1_vpl
215	19	6	think	level1	npl_l1_vpl
216	19	7	were	vpl	npl_l1_vpl
217	19	8	upset	continuation	npl_l1_vpl
218	19	10	.	End	npl_l1_vpl
219	19	11	<eos>	End	npl_l1_vpl
220	0	0	It	prefix	npl_l1_vsg
221	0	1	was	prefix	npl_l1_vsg
222	0	2	the	prefix	npl_l1_vsg
223	0	3	boys	npl	npl_l1_vsg
224	0	4	who	who	npl_l1_vsg
225	0	5	I	level1	npl_l1_vsg
226	0	6	think	level1	npl_l1_vsg
227	0	7	was	vsg	npl_l1_vsg
228	0	8	lost	continuation	npl_l1_vsg
229	0	10	.	End	npl_l1_vsg
230	0	11	<eos>	End	npl_l1_vsg
231	1	0	It	prefix	npl_l1_vsg
232	1	1	was	prefix	npl_l1_vsg
233	1	2	the	prefix	npl_l1_vsg
234	1	3	girls	npl	npl_l1_vsg
235	1	4	who	who	npl_l1_vsg
236	1	5	I	level1	npl_l1_vsg
237	1	6	think	level1	npl_l1_vsg
238	1	7	was	vsg	npl_l1_vsg
239	1	8	lost	continuation	npl_l1_vsg
240	1	10	.	End	npl_l1_vsg
241	1	11	<eos>	End	npl_l1_vsg
242	2	0	It	prefix	npl_l1_vsg
243	2	1	was	prefix	npl_l1_vsg
244	2	2	the	prefix	npl_l1_vsg
245	2	3	dogs	npl	npl_l1_vsg
246	2	4	who	who	npl_l1_vsg
247	2	5	I	level1	npl_l1_vsg
248	2	6	think	level1	npl_l1_vsg
249	2	7	was	vsg	npl_l1_vsg
250	2	8	lost	continuation	npl_l1_vsg
251	2	10	.	End	npl_l1_vsg
252	2	11	<eos>	End	npl_l1_vsg
253	3	0	It	prefix	npl_l1_vsg
254	3	1	was	prefix	npl_l1_vsg
255	3	2	the	prefix	npl_l1_vsg
256	3	3	cats	npl	npl_l1_vsg
257	3	4	who	who	npl_l1_vsg
258	3	5	I	level1	npl_l1_vsg
259	3	6	think	level1	npl_l1_vsg
260	3	7	was	vsg	npl_l1_vsg
261	3	8	lost	continuation	npl_l1_vsg
262	3	10	.	End	npl_l1_vsg
263	3	11	<eos>	End	npl_l1_vsg
264	4	0	It	prefix	npl_l1_vsg
265	4	1	was	prefix	npl_l1_vsg
266	4	2	the	prefix	npl_l1_vsg
267	4	3	men	npl	npl_l1_vsg
268	4	4	who	who	npl_l1_vsg
269	4	5	I	level1	npl_l1_vsg
270	4	6	think	level1	npl_l1_vsg
271	4	7	was	vsg	npl_l1_vsg
272	4	8	lost	continuation	npl_l1_vsg
273	4	10	.	End	npl_l1_vsg
274	4	11	<eos>	End	npl_l1_vsg
275	5	0	It	prefix	npl_l1_vsg
276	5	1	was	prefix	npl_l1_vsg
277	5	2	the	prefix	npl_l1_vsg
278	5	3	women	npl	npl_l1_vsg
279	5	4	who	who	npl_l1_vsg
280	5	5	I	level1	npl_l1_vsg
281	5	6	think	level1	npl_l1_vsg
282	5	7	was	vsg	npl_l1_vsg
283	5	8	lost	continuation	npl_l1_vsg
284	5	10	.	End	npl_l1_vsg
285	5	11	<eos>	End	npl_l1_vsg
286	6	0	It	prefix	npl_l1_vsg
287	6	1	was	prefix	npl_l1_vsg
288	6	2	the	prefix	npl_l1_vsg
289	6	3	neighbors	npl	npl_l1_vsg
290	6	4	who	who	npl_l1_vsg
291	6	5	I	level1	npl_l1_vsg
292	6	6	think	level1	npl_l1_vsg
293	6	7	was	vsg	npl_l1_vsg
294	6	8	angry	continuation	npl_l1_vsg
295	6	10	.	End	npl_l1_vsg
296	6	11	<eos>	End	npl_l1_vsg
297	7	0	It	prefix	npl_l1_vsg
298	7	1	was	prefix	npl_l1_vsg
299	7	2	the	prefix	npl_l1_vsg
300	7	3	teachers	npl	npl_l1_vsg
301	7	4	who	who	npl_l1_vsg
302	7	5	I	level1	npl_l1_vsg
303	7	6	think	level1	npl_l1_vsg
304	7	7	was	vsg	npl_l1_vsg
305	7	8	sick	continuation	npl_l1_vsg
306	7	10	.	End	npl_l1_vsg
307	7	11	<eos>	End	npl_l1_vsg
308	8	0	It	prefix	npl_l1_vsg
309	8	1	was	prefix	npl_l1_vsg
310	8	2	the	prefix	npl_l1_vsg
311	8	3	lawyers	npl	npl_l1_vsg
312	8	4	who	who	npl_l1_vsg
313	8	5	I	level1	npl_l1_vsg
314	8	6	think	level1	npl_l1_vsg
315	8	7	was	vsg	npl_l1_vsg
316	8	8	upset	continuation	npl_l1_vsg
317	8	10	.	End	npl_l1_vsg
318	8	11	<eos>	End	npl_l1_vsg
319	9	0	It	prefix	npl_l1_vsg
320	9	1	was	prefix	npl_l1_vsg
321	9	2	the	prefix	npl_l1_vsg
322	9	3	reporters	npl	npl_l1_vsg
323	9	4	who	who	npl_l1_vsg
324	9	5	I	level1	npl_l1_vsg
325	9	6	think	level1	npl_l1_vsg
326	9	7	was	vsg	npl_l1_vsg
327	9	8	upset	continuation	npl_l1_vsg
328	9	10	.	End	npl_l1_vsg
329	9	11	<eos>	End	npl_l1_vsg
330	10	0	It	prefix	npl_l1_vsg
331	10	1	was	prefix	npl_l1_vsg
332	10	2	the	prefix	npl_l1_vsg
333	10	3	coaches	npl	npl_l1_vsg
334	10	4	who	who	npl_l1_vsg
335	10	5	I	level1	npl_l1_vsg
336	10	6	think	level1	npl_l1_vsg
337	10	7	was	vsg	npl_l1_vsg
338	10	8	upset	continuation	npl_l1_vsg
339	10	10	.	End	npl_l1_vsg
340	10	11	<eos>	End	npl_l1_vsg
341	11	0	It	prefix	npl_l1_vsg
342	11	1	was	prefix	npl_l1_vsg
343	11	2	the	prefix	npl_l1_vsg
344	11	3	customers	npl	npl_l1_vsg
345	11	4	who	who	npl_l1_vsg
346	11	5	I	level1	npl_l1_vsg
347	11	6	think	level1	npl_l1_vsg
348	11	7	was	vsg	npl_l1_vsg
349	11	8	upset	continuation	npl_l1_vsg
350	11	10	.	End	npl_l1_vsg
351	11	11	<eos>	End	npl_l1_vsg
352	12	0	It	prefix	npl_l1_vsg
353	12	1	was	prefix	npl_l1_vsg
354	12	2	the	prefix	npl_l1_vsg
355	12	3	officers	npl	npl_l1_vsg
356	12	4	who	who	npl_l1_vsg
357	12	5	I	level1	npl_l1_vsg
358	12	6	think	level1	npl_l1_vsg
359	12	7	was	vsg	npl_l1_vsg
360	12	8	angry	continuation	npl_l1_vsg
361	12	10	.	End	npl_l1_vsg
362	12	11	<eos>	End	npl_l1_vsg
363	13	0	It	prefix	npl_l1_vsg
364	13	1	was	prefix	npl_l1_vsg
365	13	2	the	prefix	npl_l1_vsg
366	13	3	firemen	npl	npl_l1_vsg
367	13	4	who	who	npl_l1_vsg
368	13	5	I	level1	npl_l1_vsg
369	13	6	think	level1	npl_l1_vsg
370	13	7	was	vsg	npl_l1_vsg
371	13	8	angry	continuation	npl_l1_vsg
372	13	10	.	End	npl_l1_vsg
373	13	11	<eos>	End	npl_l1_vsg
374	14	0	It	prefix	npl_l1_vsg
375	14	1	was	prefix	npl_l1_vsg
376	14	2	the	prefix	npl_l1_vsg
377	14	3	mice	npl	npl_l1_vsg
378	14	4	who	who	npl_l1_vsg
379	14	5	I	level1	npl_l1_vsg
380	14	6	think	level1	npl_l1_vsg
381	14	7	was	vsg	npl_l1_vsg
382	14	8	sick	continuation	npl_l1_vsg
383	14	10	.	End	npl_l1_vsg
384	14	11	<eos>	End	npl_l1_vsg
385	15	0	It	prefix	npl_l1_vsg
386	15	1	was	prefix	npl_l1_vsg
387	15	2	the	prefix	npl_l1_vsg
388	15	3	authors	npl	npl_l1_vsg
389	15	4	who	who	npl_l1_vsg
390	15	5	I	level1	npl_l1_vsg
391	15	6	think	level1	npl_l1_vsg
392	15	7	was	vsg	npl_l1_vsg
393	15	8	upset	continuation	npl_l1_vsg
394	15	10	.	End	npl_l1_vsg
395	15	11	<eos>	End	npl_l1_vsg
396	16	0	It	prefix	npl_l1_vsg
397	16	1	was	prefix	npl_l1_vsg
398	16	2	the	prefix	npl_l1_vsg
399	16	3	nurses	npl	npl_l1_vsg
400	16	4	who	who	npl_l1_vsg
401	16	5	I	level1	npl_l1_vsg
402	16	6	think	level1	npl_l1_vsg
403	16	7	was	vsg	npl_l1_vsg
404	16	8	upset	continuation	npl_l1_vsg
405	16	10	.	End	npl_l1_vsg
406	16	11	<eos>	End	npl_l1_vsg
407	17	0	It	prefix	npl_l1_vsg
408	17	1	was	prefix	npl_l1_vsg
409	17	2	the	prefix	npl_l1_vsg
410	17	3	instructors	npl	npl_l1_vsg
411	17	4	who	who	npl_l1_vsg
412	17	5	I	level1	npl_l1_vsg
413	17	6	think	level1	npl_l1_vsg
414	17	7	was	vsg	npl_l1_vsg
415	17	8	upset	continuation	npl_l1_vsg
416	17	10	.	End	npl_l1_vsg
417	17	11	<eos>	End	npl_l1_vsg
418	18	0	It	prefix	npl_l1_vsg
419	18	1	was	prefix	npl_l1_vsg
420	18	2	the	prefix	npl_l1_vsg
421	18	3	teenagers	npl	npl_l1_vsg
422	18	4	who	who	npl_l1_vsg
423	18	5	I	level1	npl_l1_vsg
424	18	6	think	level1	npl_l1_vsg
425	18	7	was	vsg	npl_l1_vsg
426	18	8	upset	continuation	npl_l1_vsg
427	18	10	.	End	npl_l1_vsg
428	18	11	<eos>	End	npl_l1_vsg
429	19	0	It	prefix	npl_l1_vsg
430	19	1	was	prefix	npl_l1_vsg
431	19	2	the	prefix	npl_l1_vsg
432	19	3	grandparents	npl	npl_l1_vsg
433	19	4	who	who	npl_l1_vsg
434	19	5	I	level1	npl_l1_vsg
435	19	6	think	level1	npl_l1_vsg
436	19	7	was	vsg	npl_l1_vsg
437	19	8	upset	continuation	npl_l1_vsg
438	19	10	.	End	npl_l1_vsg
439	19	11	<eos>	End	npl_l1_vsg
440	0	0	It	prefix	nsg_l1_vpl
441	0	1	was	prefix	nsg_l1_vpl
442	0	2	the	prefix	nsg_l1_vpl
443	0	3	boy	nsg	nsg_l1_vpl
444	0	4	who	who	nsg_l1_vpl
445	0	5	I	level1	nsg_l1_vpl
446	0	6	think	level1	nsg_l1_vpl
447	0	7	were	vpl	nsg_l1_vpl
448	0	8	lost	continuation	nsg_l1_vpl
449	0	10	.	End	nsg_l1_vpl
450	0	11	<eos>	End	nsg_l1_vpl
451	1	0	It	prefix	nsg_l1_vpl
452	1	1	was	prefix	nsg_l1_vpl
453	1	2	the	prefix	nsg_l1_vpl
454	1	3	girl	nsg	nsg_l1_vpl
455	1	4	who	who	nsg_l1_vpl
456	1	5	I	level1	nsg_l1_vpl
457	1	6	think	level1	nsg_l1_vpl
458	1	7	were	vpl	nsg_l1_vpl
459	1	8	lost	continuation	nsg_l1_vpl
460	1	10	.	End	nsg_l1_vpl
461	1	11	<eos>	End	nsg_l1_vpl
462	2	0	It	prefix	nsg_l1_vpl
463	2	1	was	prefix	nsg_l1_vpl
464	2	2	the	prefix	nsg_l1_vpl
465	2	3	dog	nsg	nsg_l1_vpl
466	2	4	who	who	nsg_l1_vpl
467	2	5	I	level1	nsg_l1_vpl
468	2	6	think	level1	nsg_l1_vpl
469	2	7	were	vpl	nsg_l1_vpl
470	2	8	lost	continuation	nsg_l1_vpl
471	2	10	.	End	nsg_l1_vpl
472	2	11	<eos>	End	nsg_l1_vpl
473	3	0	It	prefix	nsg_l1_vpl
474	3	1	was	prefix	nsg_l1_vpl
475	3	2	the	prefix	nsg_l1_vpl
476	3	3	cat	nsg	nsg_l1_vpl
477	3	4	who	who	nsg_l1_vpl
478	3	5	I	level1	nsg_l1_vpl
479	3	6	think	level1	nsg_l1_vpl
480	3	7	were	vpl	nsg_l1_vpl
481	3	8	lost	continuation	nsg_l1_vpl
482	3	10	.	End	nsg_l1_vpl
483	3	11	<eos>	End	nsg_l1_vpl
484	4	0	It	prefix	nsg_l1_vpl
485	4	1	was	prefix	nsg_l1_vpl
486	4	2	the	prefix	nsg_l1_vpl
487	4	3	man	nsg	nsg_l1_vpl
488	4	4	who	who	nsg_l1_vpl
489	4	5	I	level1	nsg_l1_vpl
490	4	6	think	level1	nsg_l1_vpl
491	4	7	were	vpl	nsg_l1_vpl
492	4	8	lost	continuation	nsg_l1_vpl
493	4	10	.	End	nsg_l1_vpl
494	4	11	<eos>	End	nsg_l1_vpl
495	5	0	It	prefix	nsg_l1_vpl
496	5	1	was	prefix	nsg_l1_vpl
497	5	2	the	prefix	nsg_l1_vpl
498	5	3	woman	nsg	nsg_l1_vpl
499	5	4	who	who	nsg_l1_vpl
500	5	5	I	level1	nsg_l1_vpl
501	5	6	think	level1	nsg_l1_vpl
502	5	7	were	vpl	nsg_l1_vpl
503	5	8	lost	continuation	nsg_l1_vpl
504	5	10	.	End	nsg_l1_vpl
505	5	11	<eos>	End	nsg_l1_vpl
506	6	0	It	prefix	nsg_l1_vpl
507	6	1	was	prefix	nsg_l1_vpl
508	6	2	the	prefix	nsg_l1_vpl
509	6	3	neighbor	nsg	nsg_l1_vpl
510	6	4	who	who	nsg_l1_vpl
511	6	5	I	level1	nsg_l1_vpl
512	6	6	think	level1	nsg_l1_vpl
513	6	7	were	vpl	nsg_l1_vpl
514	6	8	angry	continuation	nsg_l1_vpl
515	6	10	.	End	nsg_l1_vpl
516	6	11	<eos>	End	nsg_l1_vpl
517	7	0	It	prefix	nsg_l1_vpl
518	7	1	was	prefix	nsg_l1_vpl
519	7	2	the	prefix	nsg_l1_vpl
520	7	3	teacher	nsg	nsg_l1_vpl
521	7	4	who	who	nsg_l1_vpl
522	7	5	I	level1	nsg_l1_vpl
523	7	6	think	level1	nsg_l1_vpl
524	7	7	were	vpl	nsg_l1_vpl
525	7	8	sick	continuation	nsg_l1_vpl
526	7	10	.	End	nsg_l1_vpl
527	7	11	<eos>	End	nsg_l1_vpl
528	8	0	It	prefix	nsg_l1_vpl
529	8	1	was	prefix	nsg_l1_vpl
530	8	2	the	prefix	nsg_l1_vpl
531	8	3	lawyer	nsg	nsg_l1_vpl
532	8	4	who	who	nsg_l1_vpl
533	8	5	I	level1	nsg_l1_vpl
534	8	6	think	level1	nsg_l1_vpl
535	8	7	were	vpl	nsg_l1_vpl
536	8	8	upset	continuation	nsg_l1_vpl
537	8	10	.	End	nsg_l1_vpl
538	8	11	<eos>	End	nsg_l1_vpl
539	9	0	It	prefix	nsg_l1_vpl
540	9	1	was	prefix	nsg_l1_vpl
541	9	2	the	prefix	nsg_l1_vpl
542	9	3	reporter	nsg	nsg_l1_vpl
543	9	4	who	who	nsg_l1_vpl
544	9	5	I	level1	nsg_l1_vpl
545	9	6	think	level1	nsg_l1_vpl
546	9	7	were	vpl	nsg_l1_vpl
547	9	8	upset	continuation	nsg_l1_vpl
548	9	10	.	End	nsg_l1_vpl
549	9	11	<eos>	End	nsg_l1_vpl
550	10	0	It	prefix	nsg_l1_vpl
551	10	1	was	prefix	nsg_l1_vpl
552	10	2	the	prefix	nsg_l1_vpl
553	10	3	coach	nsg	nsg_l1_vpl
554	10	4	who	who	nsg_l1_vpl
555	10	5	I	level1	nsg_l1_vpl
556	10	6	think	level1	nsg_l1_vpl
557	10	7	were	vpl	nsg_l1_vpl
558	10	8	upset	continuation	nsg_l1_vpl
559	10	10	.	End	nsg_l1_vpl
560	10	11	<eos>	End	nsg_l1_vpl
561	11	0	It	prefix	nsg_l1_vpl
562	11	1	was	prefix	nsg_l1_vpl
563	11	2	the	prefix	nsg_l1_vpl
564	11	3	customer	nsg	nsg_l1_vpl
565	11	4	who	who	nsg_l1_vpl
566	11	5	I	level1	nsg_l1_vpl
567	11	6	think	level1	nsg_l1_vpl
568	11	7	were	vpl	nsg_l1_vpl
569	11	8	upset	continuation	nsg_l1_vpl
570	11	10	.	End	nsg_l1_vpl
571	11	11	<eos>	End	nsg_l1_vpl
572	12	0	It	prefix	nsg_l1_vpl
573	12	1	was	prefix	nsg_l1_vpl
574	12	2	the	prefix	nsg_l1_vpl
575	12	3	officer	nsg	nsg_l1_vpl
576	12	4	who	who	nsg_l1_vpl
577	12	5	I	level1	nsg_l1_vpl
578	12	6	think	level1	nsg_l1_vpl
579	12	7	were	vpl	nsg_l1_vpl
580	12	8	angry	continuation	nsg_l1_vpl
581	12	10	.	End	nsg_l1_vpl
582	12	11	<eos>	End	nsg_l1_vpl
583	13	0	It	prefix	nsg_l1_vpl
584	13	1	was	prefix	nsg_l1_vpl
585	13	2	the	prefix	nsg_l1_vpl
586	13	3	fireman	nsg	nsg_l1_vpl
587	13	4	who	who	nsg_l1_vpl
588	13	5	I	level1	nsg_l1_vpl
589	13	6	think	level1	nsg_l1_vpl
590	13	7	were	vpl	nsg_l1_vpl
591	13	8	angry	continuation	nsg_l1_vpl
592	13	10	.	End	nsg_l1_vpl
593	13	11	<eos>	End	nsg_l1_vpl
594	14	0	It	prefix	nsg_l1_vpl
595	14	1	was	prefix	nsg_l1_vpl
596	14	2	the	prefix	nsg_l1_vpl
597	14	3	mouse	nsg	nsg_l1_vpl
598	14	4	who	who	nsg_l1_vpl
599	14	5	I	level1	nsg_l1_vpl
600	14	6	think	level1	nsg_l1_vpl
601	14	7	were	vpl	nsg_l1_vpl
602	14	8	sick	continuation	nsg_l1_vpl
603	14	10	.	End	nsg_l1_vpl
604	14	11	<eos>	End	nsg_l1_vpl
605	15	0	It	prefix	nsg_l1_vpl
606	15	1	was	prefix	nsg_l1_vpl
607	15	2	the	prefix	nsg_l1_vpl
608	15	3	author	nsg	nsg_l1_vpl
609	15	4	who	who	nsg_l1_vpl
610	15	5	I	level1	nsg_l1_vpl
611	15	6	think	level1	nsg_l1_vpl
612	15	7	were	vpl	nsg_l1_vpl
613	15	8	upset	continuation	nsg_l1_vpl
614	15	10	.	End	nsg_l1_vpl
615	15	11	<eos>	End	nsg_l1_vpl
616	16	0	It	prefix	nsg_l1_vpl
617	16	1	was	prefix	nsg_l1_vpl
618	16	2	the	prefix	nsg_l1_vpl
619	16	3	nurse	nsg	nsg_l1_vpl
620	16	4	who	who	nsg_l1_vpl
621	16	5	I	level1	nsg_l1_vpl
622	16	6	think	level1	nsg_l1_vpl
623	16	7	were	vpl	nsg_l1_vpl
624	16	8	upset	continuation	nsg_l1_vpl
625	16	10	.	End	nsg_l1_vpl
626	16	11	<eos>	End	nsg_l1_vpl
627	17	0	It	prefix	nsg_l1_vpl
628	17	1	was	prefix	nsg_l1_vpl
629	17	2	the	prefix	nsg_l1_vpl
630	17	3	instructor	nsg	nsg_l1_vpl
631	17	4	who	who	nsg_l1_vpl
632	17	5	I	level1	nsg_l1_vpl
633	17	6	think	level1	nsg_l1_vpl
